type,small_bags,large_bags,xlarge_bags,total_bags
conventional,104087.06,64712.1,422.45,169221.61
organic,1580.51,13312.27,4.21,14896.99
conventional,93633.15,28100.57,6940,128673.72
organic,9842.82,17.45,0,9860.27
conventional,940654.23,893304.81,7961.28,1841920.32
organic,81577.02,659.08,0,82236.1
conventional,607668.91,425033,72141.86,1104843.77
organic,56394.33,108.72,0,56503.05
conventional,16335.62,9284.42,11.27,25631.31
organic,563.54,1118.53,0,1682.07
conventional,60139.12,7179.81,4133.14,71452.07
organic,1704.44,1536.26,0,3240.7
conventional,26760.87,504.62,1073.33,28338.82
organic,2080.86,1767,0,3847.86
conventional,14979.73,53594.51,7841.11,76415.35
organic,4059.99,0,0,4059.99
conventional,6687661.77,3118889.17,278725.65,10085276.59
organic,612544.62,72449.02,4.4,684998.04
conventional,975913.29,1035878.35,10133.07,2021924.71
organic,56351.71,36794.47,4.4,93150.58
conventional,110195.24,151506.32,391.11,262092.67
organic,3403.12,149.84,0,3552.96
conventional,8599.25,4155.77,1153.33,13908.35
organic,2379.05,0,0,2379.05
conventional,132374.71,62509.83,1557.01,196441.55
organic,8159.53,1669.71,0,9829.24
conventional,198850.69,1721.77,9815.56,210388.02
organic,29816.74,4.44,0,29821.18
conventional,29076.01,6495.06,10.35,35581.42
organic,90.24,841.04,0,931.28
conventional,90348.04,44267.77,3122.22,137738.03
organic,18683.96,3004.01,0,21687.97
conventional,64906.14,102.22,2570,67578.36
organic,2469.77,5463.17,0,7932.94
conventional,986592.65,33841.83,50872.74,1071307.22
organic,66546.4,53.33,0,66599.73
conventional,71101.96,5397.01,4011.11,80510.08
organic,5500.83,6.67,0,5507.5
conventional,79635.38,9073.11,4566.66,93275.15
organic,8824.49,6.67,0,8831.16
conventional,21955.22,172119.45,679.94,194754.61
organic,1706.12,2998.88,0,4705
conventional,88136.74,7448.32,492.8,96077.86
organic,4049.02,1118.07,0,5167.09
conventional,154837.44,153344.42,1126.97,309308.83
organic,12022.52,614.98,0,12637.5
conventional,88857.19,337802.85,1.26,426661.3
organic,11414.96,184.24,0,11599.2
conventional,191985.02,8146.65,13125.26,213256.93
organic,12819.22,3342.68,0,16161.9
conventional,30576.74,5002.47,9910.99,45490.2
organic,7421.38,21.43,0,7442.81
conventional,890685.77,410469.94,57231.83,1358387.54
organic,83092.11,19826.18,0,102918.29
conventional,60759.46,3437.16,4062.23,68258.85
organic,14240.51,0,0,14240.51
conventional,59503.97,3259.33,1790,64553.3
organic,9363.36,0,0,9363.36
conventional,230159.82,189883.48,0,420043.3
organic,12565.99,119.99,0,12685.98
conventional,35015.7,46406.54,1004.77,82427.01
organic,3982.21,3275.39,0,7257.6
conventional,22007.23,27404.76,1750,51161.99
organic,1067.78,0,0,1067.78
conventional,34087.48,65960.46,376.66,100424.6
organic,3699.15,19.42,0,3718.57
conventional,618120.14,22264.21,37265.77,677650.12
organic,46450.59,20,0,46470.59
conventional,24106.1,25489.74,453.33,50049.17
organic,971.97,1029.69,0,2001.66
conventional,34142.86,54596.03,5564.44,94303.33
organic,4523.33,0,0,4523.33
conventional,904139.21,145663,37267.19,1087069.4
organic,84138.69,9672.79,0,93811.48
conventional,90141.14,17632.7,1891.33,109665.17
organic,1925,2349.91,0,4274.91
conventional,61052.42,10098.8,2386.66,73537.88
organic,6314.35,3.33,0,6317.68
conventional,377884.2,20393.67,3785.98,402063.85
organic,52260.7,0,0,52260.7
conventional,912290.33,160575.78,30863.23,1103729.34
organic,158281.96,15154.67,0,173436.63
conventional,22942.48,46083.51,3496.67,72522.66
organic,17542.98,0,0,17542.98
conventional,37834.22,33852.75,5850,77536.97
organic,5739.22,6.67,0,5745.89
conventional,118791.88,16327.26,2383.33,137502.47
organic,17249.38,0,0,17249.38
conventional,152307.86,72488.26,4827.78,229623.9
organic,4373.91,51.42,0,4425.33
conventional,26702.83,7058.93,1556.67,35318.43
organic,7502.66,3.33,0,7505.99
conventional,417905.99,34478.09,4246.67,456630.75
organic,28827.29,9385.01,0,38212.3
conventional,276359.88,55932.31,486.95,332779.14
organic,1081.11,9721.11,7.26,10809.48
conventional,100691.38,3695.01,3820,108206.39
organic,6470.49,333.74,0,6804.23
conventional,84245.95,5869.87,4445.71,94561.53
organic,7254.65,1464.33,0,8718.98
conventional,52792.92,5474.94,1721.96,59989.82
organic,4347.39,1347.62,0,5695.01
conventional,41838.76,1275.43,2045.9,45160.09
organic,3013.1,3.33,0,3016.43
conventional,88428.12,6993.62,1346.6,96768.34
organic,5871.85,30,0,5901.85
conventional,94445.66,932.19,3577.24,98955.09
organic,4161.3,0,0,4161.3
conventional,168561.46,56032.06,376.6,224970.12
organic,1107.05,10370.55,2.8,11480.4
conventional,84288.4,28388.92,4711.43,117388.75
organic,10329.68,195.39,0,10525.07
conventional,962288.29,683111.22,10514.74,1655914.25
organic,77509.12,3760.47,0,81269.59
conventional,544185.62,352850.68,38351.38,935387.68
organic,59685.26,3323,0,63008.26
conventional,19888.67,8696.83,0,28585.5
organic,303.66,689.76,0,993.42
conventional,60881.95,5823.82,2702.81,69408.58
organic,697.14,964.44,0,1661.58
conventional,21641.1,392.72,1246.67,23280.49
organic,1606.79,2205.15,0,3811.94
conventional,12351,37069.34,5306.67,54727.01
organic,3952.22,6.67,0,3958.89
conventional,6837126.12,2911554.48,238841.36,9987521.96
organic,608822.05,89904.05,8.8,698734.9
conventional,1219038.28,1090563.92,9493.56,2319095.76
organic,50741.24,28728.57,8.8,79478.61
conventional,100740.73,108212.77,2460,211413.5
organic,5010.27,119.3,0,5129.57
conventional,9395.94,3709.46,306.67,13412.07
organic,2270.59,0,0,2270.59
conventional,116586.74,56679.85,6505.16,179771.75
organic,2356.85,3996.09,0,6352.94
conventional,192627.66,800.29,713.33,194141.28
organic,28684.68,0,0,28684.68
conventional,35502.76,4335.74,17.72,39856.22
organic,199.13,829.75,0,1028.88
conventional,89674.49,36986.43,740,127400.92
organic,20161.43,1009.27,0,21170.7
conventional,71041.38,18.89,490,71550.27
organic,9102.12,1707.1,0,10809.22
conventional,830646.31,19482.22,42286.86,892415.39
organic,41815.14,47.37,0,41862.51
conventional,69562.98,5067.6,1543.33,76173.91
organic,4970.9,3.33,0,4974.23
conventional,74670.87,8186.79,2183.34,85041
organic,7844.84,0,0,7844.84
conventional,21251.16,138455,627.86,160334.02
organic,2503.08,5886,0,8389.08
conventional,62542.31,6049.02,593.37,69184.7
organic,4030.1,1291.35,0,5321.45
conventional,192595.16,78351.76,1067.23,272014.15
organic,12421.38,120,0,12541.38
conventional,99069.57,281790.9,2885.56,383746.03
organic,14579.72,63.63,0,14643.35
conventional,133119.35,5877.48,11871.85,150868.68
organic,12233.06,3383.32,0,15616.38
conventional,26953.3,3478.91,8538.66,38970.87
organic,7516.82,21.44,0,7538.26
conventional,706994.82,364885.27,50302.01,1122182.1
organic,83337.67,22956.42,0,106294.09
conventional,60211.91,245.21,730,61187.12
organic,13450.14,0,0,13450.14
conventional,55270.66,377.11,443.33,56091.1
organic,8935.49,0,0,8935.49
conventional,293696.79,108227.56,536.67,402461.02
organic,20189.98,6.66,0,20196.64
conventional,32946.35,52220.21,1737.05,86903.61
organic,4350.93,2392.83,0,6743.76
conventional,19492.6,19474.36,2860,41826.96
organic,1988.81,3.33,0,1992.14
conventional,39816.3,23140.17,935.56,63892.03
organic,6061.61,37.64,0,6099.25
conventional,523454.36,14650.86,32740.83,570846.05
organic,31337.34,32.37,0,31369.71
conventional,17157.17,26001.79,491.11,43650.07
organic,1313.78,1339.97,0,2653.75
conventional,37812.76,51132.58,8624.44,97569.78
organic,3375.55,0,0,3375.55
conventional,804265.11,124191.97,16255.39,944712.47
organic,81240.44,11593.32,0,92833.76
conventional,48844.82,10803.43,2207.31,61855.56
organic,3247.47,3013.42,0,6260.89
conventional,58890.86,5129.29,4186.67,68206.82
organic,7128.28,3.33,0,7131.61
conventional,358843.51,13593.87,14570,387007.38
organic,44051.13,0,0,44051.13
conventional,892785.83,130586.74,20808.89,1044181.46
organic,164863.42,4477.97,0,169341.39
conventional,19695.46,41491.63,950,62137.09
organic,18305.8,0,0,18305.8
conventional,46809.61,27371.33,5718.89,79899.83
organic,3196.85,0,0,3196.85
conventional,117020.86,11204.43,252.23,128477.52
organic,15972.19,0,0,15972.19
conventional,144419.94,50196.95,6275.56,200892.45
organic,8501.9,54.17,0,8556.07
conventional,27608.32,7352.42,463.34,35424.08
organic,7193,0,0,7193
conventional,403908.27,36075.49,18470.64,458454.4
organic,25961.28,9697.03,5.3,35663.61
conventional,266476.63,52445.78,275.57,319197.98
organic,1238.37,11611.5,0,12849.87
conventional,100986.72,2240.68,1540,104767.4
organic,6960.97,279.3,0,7240.27
conventional,86399.49,3209.24,844.62,90453.35
organic,6903.89,853.25,0,7757.14
conventional,54510.23,5540.82,983.03,61034.08
organic,3087.88,1154.58,0,4242.46
conventional,39281.66,109.39,1186.11,40577.16
organic,2172.69,0,0,2172.69
conventional,67689.01,4535.81,975.12,73199.94
organic,2427.32,3.33,0,2430.65
conventional,80015.08,147.83,2131.28,82294.19
organic,900.76,3.33,0,904.09
conventional,225974.56,48406.18,343.79,274724.53
organic,1079.26,13563.66,0,14642.92
conventional,78518.11,24604,7077.65,110199.76
organic,9260.43,574.67,0,9835.1
conventional,1125461.97,367930.21,10695.09,1504087.27
organic,82658.23,1757.68,0,84415.91
conventional,513450.97,295204.62,61541.61,870197.2
organic,43832.07,6927.69,0,50759.76
conventional,34697.5,5902.35,4.52,40604.37
organic,308.89,1060.71,0,1369.6
conventional,53462.64,6959.92,5874.62,66297.18
organic,190.01,446.02,0,636.03
conventional,23840.35,433.35,296.67,24570.37
organic,4669.53,493.52,0,5163.05
conventional,24226.46,29160.32,5603.33,58990.11
organic,3225.55,6.67,0,3232.22
conventional,6592504,2117565.5,234853.1,8944922.6
organic,588832.95,91249.96,5.3,680088.21
conventional,1314990.74,779209.02,14492.61,2108692.37
organic,65124.7,33792.49,0,98917.19
conventional,100976.02,38460.78,480,139916.8
organic,9816.58,31.43,0,9848.01
conventional,4615.19,3646.8,1876.67,10138.66
organic,1655.09,0,0,1655.09
conventional,92866.15,54225.03,3103.33,150194.51
organic,3850.84,8013.12,0,11863.96
conventional,168300.59,547.81,2370,171218.4
organic,45723.15,0,0,45723.15
conventional,18158.21,6319.14,53.73,24531.08
organic,133.37,994.01,0,1127.38
conventional,83323.67,27043.54,1890,112257.21
organic,20203.75,1480.79,0,21684.54
conventional,56628.27,6698.6,1408.89,64735.76
organic,7804.08,2840.56,0,10644.64
conventional,839519.87,21358.39,42096.79,902975.05
organic,44484.97,28.89,0,44513.86
conventional,67996.4,4698.95,3413.33,76108.68
organic,5203.28,152.49,0,5355.77
conventional,79318.59,7988.55,3460.22,90767.36
organic,8127.03,0,0,8127.03
conventional,28780.49,104144.22,433,133357.71
organic,2220.07,8131.17,0,10351.24
conventional,44365.2,6306.66,393.59,51065.45
organic,4338.58,2458.62,0,6797.2
conventional,188278.36,76730.16,1522.52,266531.04
organic,14294.15,28.32,0,14322.47
conventional,108570.93,176544.08,1823.33,286938.34
organic,12016.22,83.51,0,12099.73
conventional,98010.75,5328.57,12294.13,115633.45
organic,12468.55,5925.53,0,18394.08
conventional,30195.58,4062.57,8925.59,43183.74
organic,8305.42,18.46,0,8323.88
conventional,641935.76,287510.2,53380,982825.96
organic,86092.86,33581.2,0,119674.06
conventional,52253.48,599.73,2913.33,55766.54
organic,15724.72,0,0,15724.72
conventional,52916.32,345.87,1600,54862.19
organic,11020.75,0,0,11020.75
conventional,172564.44,79904.85,217.78,252687.07
organic,10207.59,0,0,10207.59
conventional,39686.62,34205.17,1414.33,75306.12
organic,4241.52,3295.39,0,7536.91
conventional,20452.27,28919.24,1053.33,50424.84
organic,2289.98,34.72,0,2324.7
conventional,45086.5,27650.26,143.33,72880.09
organic,3120.9,66.02,0,3186.92
conventional,521219.23,15575.83,36012.63,572807.69
organic,32041.66,16,0,32057.66
conventional,16063.17,26038.37,355.56,42457.1
organic,835.36,1622.1,0,2457.46
conventional,40450.86,46519.25,3403.33,90373.44
organic,2602.23,6.66,0,2608.89
conventional,747801.46,116289.45,25211.69,889302.6
organic,100375.43,18315.44,0,118690.87
conventional,57883.39,10273.89,751.34,68908.62
organic,1630.5,3912.98,0,5543.48
conventional,56267.76,9259.77,4757.77,70285.3
organic,6707.19,16.66,0,6723.85
conventional,360305.76,9201.62,5051.11,374558.49
organic,44024.17,0,0,44024.17
conventional,822614.03,106630.48,27871.11,957115.62
organic,157440.62,8010.73,0,165451.35
conventional,16764.03,28132.5,2366.67,47263.2
organic,12891.35,0,0,12891.35
conventional,58009.37,19778.33,1986.67,79774.37
organic,2042.89,1193.89,0,3236.78
conventional,111664.4,4430.61,2255.55,118350.56
organic,19137.73,0,0,19137.73
conventional,109254.62,66904.18,2667.78,178826.58
organic,7097.64,57.1,0,7154.74
conventional,23478.54,6839.85,1525.56,31843.95
organic,7267.14,0,0,7267.14
conventional,423640.15,43196.91,18811.52,485648.58
organic,20082.79,12385.16,0,32467.95
conventional,106243.97,61915.21,357.2,168516.38
organic,1616.39,13002.18,105.17,14723.74
conventional,91379.99,2160.35,4513.33,98053.67
organic,8315.09,563.52,0,8878.61
conventional,73080.19,2370.44,1317.53,76768.16
organic,6523.37,2006.92,0,8530.29
conventional,43969.06,5061.79,1337.98,50368.83
organic,3207.99,2501.89,0,5709.88
conventional,39031.61,91.47,314.6,39437.68
organic,2277.46,0,0,2277.46
conventional,68847.07,5456.55,235.91,74539.53
organic,3102.22,0,0,3102.22
conventional,88850.91,76.81,1311.1,90238.82
organic,767.88,4.44,0,772.32
conventional,113635.3,62704.47,1230.1,177569.87
organic,938.52,15793,15.44,16746.96
conventional,79464.23,25545.93,4970,109980.16
organic,8988.45,1128.45,0,10116.9
conventional,925948.98,319844.34,10677.8,1256471.12
organic,71340.48,3263.76,0,74604.24
conventional,545847.71,277105.95,33599.8,856553.46
organic,40265.41,15892.64,0,56158.05
conventional,24386.21,7714.95,4.54,32105.7
organic,452.22,1218.74,0,1670.96
conventional,53354.85,11043.68,4633.19,69031.72
organic,71.11,1601.73,0,1672.84
conventional,18165.54,2042.04,1090,21297.58
organic,2644.18,936.33,0,3580.51
conventional,41222.46,15912.86,2396.67,59531.99
organic,2408.89,3.33,0,2412.22
conventional,5851814.47,1855970.25,218394.57,7926179.29
organic,571725.58,130801.89,101.44,702628.91
conventional,904506.46,684034.46,6745.82,1595286.74
organic,51643.01,39324.06,101.44,91068.51
conventional,95618.57,45849.4,6.67,141474.64
organic,2629.18,44.29,0,2673.47
conventional,4559.36,3672.77,753.33,8985.46
organic,2894.74,3.33,0,2898.07
conventional,116857.39,58868.48,2475.18,178201.05
organic,4617.04,2807.73,0,7424.77
conventional,169534.25,3197.5,4783.33,177515.08
organic,52159.5,0,0,52159.5
conventional,13679.37,7241.83,139.9,21061.1
organic,174.77,809.32,0,984.09
conventional,97862.02,18127.02,1600,117589.04
organic,23213.93,1169.47,0,24383.4
conventional,63253.04,6368.4,2703.33,72324.77
organic,1514.57,2867.75,0,4382.32
conventional,904618.47,19579.65,37680.03,961878.15
organic,36679.32,8.72,0,36688.04
conventional,63280.77,3374.72,870,67525.49
organic,5892.22,9.38,0,5901.6
conventional,82436.76,7822.29,2131.11,92390.16
organic,8311.8,0,0,8311.8
conventional,28410.44,101680.76,292.94,130384.14
organic,2166.91,3172.35,0,5339.26
conventional,52387.6,7866.62,311.85,60566.07
organic,3489.47,1136.78,0,4626.25
conventional,179460.8,79463,136.25,259060.05
organic,15605.74,13.33,0,15619.07
conventional,130758.05,159840.69,0,290598.74
organic,16816.35,123.51,0,16939.86
conventional,113843.97,9150.17,11251.45,134245.59
organic,11927.03,2846.93,0,14773.96
conventional,29053.6,3726.39,7238.72,40018.71
organic,6756.95,33.76,0,6790.71
conventional,687077.09,288380.16,43365.32,1018822.57
organic,81205.15,20910.2,0,102115.35
conventional,44252.37,1741.87,4343.33,50337.57
organic,24150.68,4.91,0,24155.59
conventional,52068.88,2423.1,1266.67,55758.65
organic,14049.43,0,0,14049.43
conventional,259297.35,104954.61,0,364251.96
organic,6377.29,0,0,6377.29
conventional,35802.73,32306.29,1164.92,69273.94
organic,4741.31,2471.49,0,7212.8
conventional,22005.33,20014.52,1513.33,43533.18
organic,2181.65,1050.35,0,3232
conventional,43187.87,23218.1,120,66525.97
organic,3968.34,18.09,0,3986.43
conventional,568315.4,14394.75,32809.38,615519.53
organic,27987.79,5.32,0,27993.11
conventional,15816.03,25440.35,366.67,41623.05
organic,1066.09,1500.21,0,2566.3
conventional,34614.01,23940.62,3223.33,61777.96
organic,3257.78,3.33,0,3261.11
conventional,732278.1,110137.25,23207.55,865622.9
organic,112342.72,14686.2,0,127028.92
conventional,56903.06,7881.98,1336.67,66121.71
organic,2482.62,3744.04,0,6226.66
conventional,59451.56,5951.88,4436.67,69840.11
organic,5804.52,422.88,0,6227.4
conventional,356286.86,35547.71,1055.56,392890.13
organic,55915.88,0,0,55915.88
conventional,844249.91,130829.9,23392.22,998472.03
organic,188367.7,6817.68,0,195185.38
conventional,19750.58,36065.73,2646.67,58462.98
organic,16278.03,0,0,16278.03
conventional,49005.6,22215.35,3196.67,74417.62
organic,4658.17,191.3,0,4849.47
conventional,116229.76,4683.69,2600,123513.45
organic,27232.15,0,0,27232.15
conventional,141600.41,55189.64,417.78,197207.83
organic,7554.42,51.42,0,7605.84
conventional,23892.22,7239.64,980,32111.86
organic,8167.2,3.33,0,8170.53
conventional,440426.06,40820.99,922.24,482169.29
organic,19391.33,18726.59,0,38117.92
conventional,85879.75,71546.81,1178.29,158604.85
organic,1401.92,11193.49,77.95,12673.36
conventional,85481.76,1770.41,960,88212.17
organic,8026.52,598.37,0,8624.89
conventional,74003.77,2082.52,3926.26,80012.55
organic,7880.01,1686.04,0,9566.05
conventional,48825.07,4896.36,1561.07,55282.5
organic,3563.69,2330.03,0,5893.72
conventional,41469.44,98.13,473.15,42040.72
organic,1476.41,0,0,1476.41
conventional,71727.39,4603.67,190.35,76521.41
organic,1705.09,0,0,1705.09
conventional,92218.55,190.74,621.9,93031.19
organic,454.21,0,0,454.21
conventional,93344.69,68261.26,1281.02,162886.97
organic,1109.64,14018.66,64.4,15192.7
conventional,73147.07,19863.14,3397.15,96407.36
organic,11246.85,467.57,0,11714.42
conventional,1011681.68,365700.82,8367.59,1385750.09
organic,71103.81,1514.33,0,72618.14
conventional,537849.67,238131.35,32142.11,808123.13
organic,51415.21,7483.99,0,58899.2
conventional,11533,8688.6,67.87,20289.47
organic,478.89,1148.02,0,1626.91
conventional,61599.32,10532.93,150.05,72282.3
organic,101.11,3847.86,0,3948.97
conventional,21065.46,2169.86,1560,24795.32
organic,1118.06,826.03,0,1944.09
conventional,27150.11,21804.33,3643.33,52597.77
organic,3505.54,6.67,0,3512.21
conventional,6035666.24,1818832.48,172936.77,8027435.49
organic,622445.79,106080.9,132.23,728658.92
conventional,877485.21,625252.36,3859.72,1506597.29
organic,61940.51,35933.2,132.23,98005.94
conventional,103192.13,33659.99,0,136852.12
organic,5719.96,9.84,0,5729.8
conventional,5289.78,3851.75,13.33,9154.86
organic,3185.78,0,0,3185.78
conventional,90750.39,50425.52,156.07,141331.98
organic,4932.3,6774.46,0,11706.76
conventional,158757.44,1466.41,73.33,160297.18
