average_price,plu_4046,plu_4225,plu_4770,geography
1.41,61830.21,632293.37,600.5,New York
2.05,5539.92,17479.3,118.99,New York
1.45,228843.35,1955086.76,5588.32,Northeast
1.82,10655.06,27191.48,115.51,Northeast
1.51,9954.77,229668.21,1209.71,Northern New England
1.84,0,148.57,0,Northern New England
1.48,185134.03,22655.69,698.11,Orlando
2.01,248.29,1434.28,0,Orlando
1.4,38006.98,174069.17,181.44,Philadelphia
1.7,1836.45,3409.48,0,Philadelphia
0.79,555816.37,227846.11,9212.36,Phoenix/Tucson
1.93,2207.93,1811.7,0,Phoenix/Tucson
1.54,29627.78,17235.32,1064.82,Pittsburgh
1.43,1191.23,12.41,0,Pittsburgh
1.48,583677.03,410381.7,4216.04,Plains
1.89,1006.07,13421.84,70.09,Plains
1.03,225938.5,150840.92,14808.15,Portland
2.45,2068.98,2392.02,0,Portland
1.39,87732.98,82461.12,4552.75,Raleigh/Greensboro
2.29,192.26,4978.84,173.5,Raleigh/Greensboro
1.15,82955.94,75403.92,1474.13,Richmond/Norfolk
1.64,1262.85,2499.88,52.94,Richmond/Norfolk
1.08,65571.8,34149.97,209.3,Roanoke
1.5,163.9,1362.58,0,Roanoke
1.36,129130.3,234394.74,1020.06,Sacramento
1.74,2535.09,2818.07,0,Sacramento
1.04,162044.55,219943.83,17093.91,San Diego
1.6,761.73,10819.54,0,San Diego
1.41,261561.33,435912.81,3140,San Francisco
2.05,10983.96,8063.69,0,San Francisco
1.37,119514.34,114867.45,6037.11,Seattle
2.34,788.17,8753.24,7.67,Seattle
1.28,134738.68,56451.03,2686.05,South Carolina
1.68,125.12,3697.79,112.44,South Carolina
0.99,2770715.69,1154114.11,24089.18,South Central
1.69,20163.6,2648.96,0,South Central
1.34,1801086.94,298601.36,10159.03,Southeast
1.8,1631.92,17868.58,138.66,Southeast
1.32,22345.57,19106.3,286.43,Spokane
2.54,215.25,1023.49,0,Spokane
1.55,58145.15,16129.77,588.91,St. Louis
1.77,1.76,1255.74,0,St. Louis
1.44,3247.93,29429.38,67.38,Syracuse
1.38,76.51,38.25,0,Syracuse
1.48,204472.52,30501.48,696.02,Tampa
1.95,117.74,949.73,0,Tampa
1.19,11042128.27,9774987.75,400250.97,Total U.S.
1.82,88073.16,244925.18,1059.63,Total U.S.
1.06,2015381.78,1607251.56,83591.62,West
2.13,19917.54,26607.93,57.58,West
0.94,381629.56,199062.24,8891.13,West Tex/New Mexico
1.74,2012.76,1503.09,0,West Tex/New Mexico
1.26,4509,96748,213,Albany
1.71,0,245.71,0,Albany
1.11,251896,31719,1398,Atlanta
1.8,199.47,4259.52,0,Atlanta
1.49,78052,387453,3925,Baltimore/Washington
1.81,823.07,7144.26,105.89,Baltimore/Washington
1.23,37876,2047,4630,Boise
1.88,46.66,484.39,0,Boise
1.23,15689,533027,5720,Boston
1.87,24.04,1429.61,0,Boston
1.37,10402,55305,48,Buffalo/Rochester
1.39,250.66,105.43,0,Buffalo/Rochester
1.15,2309785,1882561,108415,California
1.99,29124.07,43952.88,1.59,California
1.44,53681,65657,4551,Charlotte
2.15,16.49,3865.41,176.72,Charlotte
1.78,90581,276787,91330,Chicago
2.06,24.78,25147.1,0,Chicago
0.9,5473,119880,868,Cincinnati/Dayton
1.67,203.73,3368.13,0,Cincinnati/Dayton
0.97,98437,14574,866,Columbus
1.53,590.03,1463.98,0,Columbus
0.96,509106,271438,4615,Dallas/Ft. Worth
1.7,5898.74,416.95,0,Dallas/Ft. Worth
1.03,137872,269918,8942,Denver
1.99,4294.35,411.81,20.71,Denver
0.93,163957,42219,8156,Detroit
1.42,718.59,2938.26,0,Detroit
1.59,2585,49202,17062,Grand Rapids
1.43,37.26,1159.39,0,Grand Rapids
1.19,699961,1049661,151409,Great Lakes
1.64,3624.05,45966.15,0,Great Lakes
1.38,31166,99684,74,Harrisburg/Scranton
1.56,204.09,163.45,6.77,Harrisburg/Scranton
1.56,6490,162389,206,Hartford/Springfield
2.09,36.11,2880.01,1.41,Hartford/Springfield
0.88,514065,251034,6534,Houston
1.68,6158.94,57.13,0,Houston
1.03,11814,89236,1037,Indianapolis
1.49,186.3,1175.14,0,Indianapolis
1.33,85332,9938,237,Jacksonville
1.89,66.6,547.37,2.42,Jacksonville
1.06,57132,110255,5043,Las Vegas
1.79,1320.88,1398.84,0,Las Vegas
1.08,1225567,413517,72562,Los Angeles
1.98,8390.23,17805.25,0,Los Angeles
1.14,3181,43510,86,Louisville
1.69,1.3,944.43,0,Louisville
1.42,336664,51672,1669,Miami/Ft. Lauderdale
1.94,126.7,908.55,0,Miami/Ft. Lauderdale
1.33,670773,1022489,18762,Midsouth
1.82,2436.31,32888.12,627.22,Midsouth
1.07,121879,7035,281,Nashville
1.74,58.43,1861.34,0,Nashville
1.11,176864,25045,2188,New Orleans/Mobile
1.64,80.51,111.76,0,New Orleans/Mobile
1.52,51661,667319,710,New York
2.05,5949.51,17740.19,170.06,New York
1.35,234190,2638119,13068,Northeast
1.81,11004.36,27532.26,161.34,Northeast
1.01,19108,588116,3876,Northern New England
1.8,5.12,317.19,0,Northern New England
1.38,203135,24511,902,Orlando
1.88,147.41,871.4,0,Orlando
1.45,28196,195219,203,Philadelphia
1.7,1980.93,3165.97,3.73,Philadelphia
0.72,691378,271700,10123,Phoenix/Tucson
1.9,2436.77,1918.4,0,Phoenix/Tucson
1.51,30062,15533,1162,Pittsburgh
1.45,1130.66,17.72,0,Pittsburgh
1.26,765204,344953,3663,Plains
1.89,937.33,18192,169.54,Plains
1.11,178779,115334,12996,Portland
1.86,1791.82,2951.24,0,Portland
1.4,77868,80926,4326,Raleigh/Greensboro
2.32,95.76,4252.55,121.67,Raleigh/Greensboro
1.26,58938,69122,982,Richmond/Norfolk
1.57,632.19,2374.29,63.61,Richmond/Norfolk
1.19,43121,31995,173,Roanoke
1.46,221.24,1429.79,0,Roanoke
1.23,120349,268009,984,Sacramento
1.81,2473.4,2399.57,0,Sacramento
1.16,168076,140122,16004,San Diego
2.13,770.92,6108.74,0,San Diego
1.27,289970,496390,2439,San Francisco
2.07,10941.23,7789.47,0,San Francisco
1.34,121406,117475,3994,Seattle
2.06,932.33,10692.37,23.09,Seattle
1.23,165782,55018,2954,South Carolina
1.64,75.29,3360.95,39.33,South Carolina
0.95,2730492,1207080,27925,South Central
1.67,24716.13,3479.9,0,South Central
1.28,1947873,312578,12862,Southeast
1.73,1041.38,16284.96,53.27,Southeast
1.17,23286,19991,458,Spokane
2.17,276.49,1165.5,0,Spokane
1.3,89557,7643,136,St. Louis
1.96,10.52,1238.07,0,St. Louis
1.32,4073,37767,65,Syracuse
1.42,52.55,115.35,0,Syracuse
1.35,240719,33019,830,Tampa
1.82,50.87,533.78,0,Tampa
1.15,11512837,9994648,416643,Total U.S.
1.81,93312.94,217612.9,1074.64,Total U.S.
1.01,2154560,1537208,80539,West
1.95,20429.3,29316.64,61.67,West
0.93,375798,165578,9438,West Tex/New Mexico
1.8,1743.38,2795.92,0,West Tex/New Mexico
1.65,2695,80596,43,Albany
1.75,0,252.98,0,Albany
1.13,239860,31169,1109,Atlanta
1.62,186.36,4241.25,0,Atlanta
1.45,64122,365922,3724,Baltimore/Washington
1.8,839.81,7176.02,74.84,Baltimore/Washington
1.42,31177,2085,5660,Boise
1.85,55.94,538.92,0,Boise
1.36,11494,341486,2365,Boston
1.81,3.65,1261.2,0,Boston
1.3,8870,55800,75,Buffalo/Rochester
1.42,256.84,68.85,0,Buffalo/Rochester
1.26,1879513,1360694,107055,California
1.98,25968.52,47146.26,0,California
1.4,47542,59312,3820,Charlotte
2.13,7.04,3853.79,131.39,Charlotte
1.71,86790,285841,98666,Chicago
1.79,29.29,20559.98,0,Chicago
1.01,4314,89762,793,Cincinnati/Dayton
1.66,293.63,3450.25,0,Cincinnati/Dayton
0.97,78940,14167,856,Columbus
1.47,538.89,1545.36,0,Columbus
0.94,561075,167540,3568,Dallas/Ft. Worth
1.63,5229.44,295.54,0,Dallas/Ft. Worth
1.13,132242,196662,15425,Denver
2.01,4506.5,340.39,16.1,Denver
0.99,112881,39979,7326,Detroit
1.37,597.62,3005.22,0,Detroit
1.4,2688,68242,15683,Grand Rapids
1.27,14.35,611.5,0,Grand Rapids
1.23,581511,991256,155562,Great Lakes
1.53,3394.42,39866.7,0,Great Lakes
1.3,30820,97308,125,Harrisburg/Scranton
1.62,176.4,275.71,9.39,Harrisburg/Scranton
1.38,4591,169972,131,Hartford/Springfield
2.09,34.59,2619.92,1.4,Hartford/Springfield
0.89,620361,134476,2776,Houston
1.56,5928.62,75.49,0,Houston
1.08,7408,76810,613,Indianapolis
1.42,96.95,999.16,0,Indianapolis
1.21,84638,10606,306,Jacksonville
1.94,82.69,757.57,3.65,Jacksonville
1.13,60519,77336,5388,Las Vegas
1.95,1387.57,1452.61,0,Las Vegas
1.14,1042472,309130,73389,Los Angeles
1.99,6477.51,19956.35,0,Los Angeles
1.18,2182,33869,79,Louisville
1.62,9.09,901.48,0,Louisville
1.23,418092,65920,2026,Miami/Ft. Lauderdale
1.63,61.31,490.32,0,Miami/Ft. Lauderdale
1.3,567752,938850,16827,Midsouth
1.82,2266.66,33847.74,487.56,Midsouth
1.02,104128,6946,262,Nashville
1.61,51.28,2032.17,0,Nashville
1.27,118191,14363,1729,New Orleans/Mobile
1.49,78.99,209.01,0,New Orleans/Mobile
1.37,47063,654065,710,New York
2.07,5986.02,16315.77,101.81,New York
1.37,192312,2061116,7247,Northeast
1.84,10459.16,25861.92,114.95,Northeast
1.36,8451,230533,1285,Northern New England
1.78,0,203.01,0,Northern New England
1.2,212316,27720,907,Orlando
1.8,231.33,1063.87,0,Orlando
1.34,22293,175118,402,Philadelphia
1.75,1425.46,2936.37,12.49,Philadelphia
0.6,953957,202003,10913,Phoenix/Tucson
1.9,2224.57,2164.09,0,Phoenix/Tucson
1.5,28168,17531,1896,Pittsburgh
1.44,1176.5,31.85,0,Pittsburgh
1.12,963556,315619,4554,Plains
1.8,2835.23,14769.82,48.37,Plains
1.53,105421,72924,13313,Portland
1.86,1267.18,3948.46,3.35,Portland
1.36,72444,79451,3778,Raleigh/Greensboro
2.32,131.72,3703.25,93.25,Raleigh/Greensboro
1.23,48360,70014,1097,Richmond/Norfolk
1.62,469.82,2619.23,36.54,Richmond/Norfolk
1.09,31004,31095,158,Roanoke
1.54,231.4,1669.66,0,Roanoke
1.45,107079,174514,696,Sacramento
1.69,2684.95,2463.04,0,Sacramento
1.25,146119,102909,14767,San Diego
2.17,692.38,7420.01,0,San Diego
1.48,195380,366968,1909,San Francisco
2.06,9956.34,6931.07,0,San Francisco
1.62,80544,109554,1324,Seattle
2.03,792.08,10568.84,38.64,Seattle
1.23,136349,49469,2736,South Carolina
1.56,89.27,3201.7,85.36,South Carolina
0.97,2719309,742890,17529,South Central
1.54,22430.41,3239.93,0,South Central
1.2,1997537,326446,12078,Southeast
1.59,1073.19,16938.74,113.55,Southeast
1.3,17283,16712,410,Spokane
2.2,184.35,1208.98,0,Spokane
1.23,70695,6761,374,St. Louis
1.64,1329.71,678.38,0,St. Louis
1.43,3191,38882,55,Syracuse
1.45,61.68,82.24,0,Syracuse
1.21,251741,39402,740,Tampa
1.74,101.99,789.78,0,Tampa
1.17,11173132,7847059,416186,Total U.S.
1.77,88110.88,213230.36,834.3,Total U.S.
1.04,2271643,1110188,95334,West
1.96,19683.27,31559.25,69.86,West
0.95,333777,119338,6035,West Tex/New Mexico
1.88,1771.38,2580.56,0,West Tex/New Mexico
1.5,2413,49076,62,Albany
1.57,27.75,182.15,0,Albany
1.12,211077,27773,903,Atlanta
1.66,344.14,3863.03,0,Atlanta
1.43,59916,377227,3440,Baltimore/Washington
1.69,882.64,6845.96,64.4,Baltimore/Washington
1.44,28307,1707,5116,Boise
1.47,49.58,619.73,0,Boise
1.39,10677,304833,2073,Boston
1.81,28.43,1098.3,0,Boston
1.23,6353,50509,26,Buffalo/Rochester
1.26,216.85,57.94,0,Buffalo/Rochester
1.3,1734281,1354966,121946,California
2,23310.44,47380.19,0,California
1.4,45363,56764,3742,Charlotte
2.11,21.02,3663.49,157.71,Charlotte
1.7,71736,278263,82294,Chicago
1.73,35.72,19019.1,0,Chicago
1.23,3566,62154,475,Cincinnati/Dayton
1.69,133.12,2991.52,0,Cincinnati/Dayton
1.04,60008,16437,984,Columbus
1.54,427.63,1500.8,0,Columbus
0.95,523362,160636,2920,Dallas/Ft. Worth
1.65,3562.36,249.22,0,Dallas/Ft. Worth
1.36,125916,171383,12038,Denver
2.01,4744.62,393.21,85.58,Denver
1.21,71317,40629,7259,Detroit
1.43,367.39,2814.71,0,Detroit
1.65,1864,50330,11404,Grand Rapids
1.3,17.36,766.58,0,Grand Rapids
1.38,483896,837408,128863,Great Lakes
1.52,2599.3,37369.95,0,Great Lakes
1.3,30488,89564,97,Harrisburg/Scranton
1.51,212.81,235.13,10.19,Harrisburg/Scranton
1.38,5695,153323,88,Hartford/Springfield
1.9,31.69,2682.97,0,Hartford/Springfield
0.88,501157,134619,2692,Houston
1.56,4935.65,26.45,0,Houston
1.4,7132,51923,608,Indianapolis
1.44,138.61,1004.78,0,Indianapolis
1.42,65331,7096,195,Jacksonville
1.87,64.58,550.77,1.22,Jacksonville
1.16,52245,75503,4316,Las Vegas
1.95,1613.28,1302.68,0,Las Vegas
1.19,987928,327525,82683,Los Angeles
2.01,6444.55,21218.64,0,Los Angeles
1.45,1858,22808,107,Louisville
1.63,0,930.33,0,Louisville
1.45,302437,44200,1052,Miami/Ft. Lauderdale
1.67,96.13,606.44,0,Miami/Ft. Lauderdale
1.33,488106,903101,15350,Midsouth
1.75,2273.75,31229.01,553.57,Midsouth
1.08,83217,6254,183,Nashville
1.57,50.44,1862.68,0,Nashville
1.27,96043,12239,1145,New Orleans/Mobile
1.44,87.3,65.02,0,New Orleans/Mobile
1.42,39943,696301,697,New York
2.02,5280.67,14350.39,178.15,New York
1.37,208161,1937090,6919,Northeast
1.77,9276.35,23321.1,181.54,Northeast
1.41,7679,210476,1350,Northern New England
1.75,1.74,219.85,0,Northern New England
1.4,171834,19833,645,Orlando
1.65,87.84,727.01,0,Orlando
1.38,17523,172416,269,Philadelphia
1.72,1488.01,2809.22,10.36,Philadelphia
0.77,529091,181823,10223,Phoenix/Tucson
1.87,2272.35,2038.36,0,Phoenix/Tucson
1.02,60144,26227,2176,Pittsburgh
1.37,965.14,10.53,0,Pittsburgh
1.28,628374,311442,4253,Plains
1.78,1912.15,12604.73,7.28,Plains
1.48,99591,69191,12659,Portland
1.47,1191.41,5754.51,3.4,Portland
1.36,64578,73321,3144,Raleigh/Greensboro
2.18,143.37,3621.34,107.53,Raleigh/Greensboro
1.24,43700,63665,1021,Richmond/Norfolk
1.58,441.93,2360.47,39.34,Richmond/Norfolk
1.16,25890,29449,133,Roanoke
1.56,247.15,1535.64,0,Roanoke
1.45,98689,153842,1205,Sacramento
1.72,2309.23,2494.13,0,Sacramento
1.24,146577,114715,17443,San Diego
2.17,468.45,7239.24,0,San Diego
1.52,166448,359471,2154,San Francisco
2.06,8640.78,6277.06,0,San Francisco
1.61,73725,102163,700,Seattle
1.76,582.45,11806.84,46.6,Seattle
1.25,125872,47631,2004,South Carolina
1.54,81.64,3171.89,45.88,South Carolina
0.96,2377638,713646,14770,South Central
1.57,17430.38,3137.84,0,South Central
1.32,1577493,251975,8058,Southeast
1.56,1025.51,14256.23,57.5,Southeast
1.49,12988,15594,252,Spokane
2.04,156.61,1186.4,8.58,Spokane
1.31,59506,10345,547,St. Louis
2,654.85,764.6,0,St. Louis
1.29,2027,25986,37,Syracuse
1.28,54.32,44.03,0,Syracuse
1.4,188536,25479,476,Tampa
1.58,46.18,383.97,0,Tampa
1.24,9175316,7312239,379637,Total U.S.
1.72,77759.93,204612.15,978.29,Total U.S.
1.18,1677367,1002610,79478,West
1.76,19932.06,35313.11,178.4,West
0.91,354268,104956,5465,West Tex/New Mexico
1.91,2030.64,2072.44,0,West Tex/New Mexico
1.39,3772,126551,136,Albany
1.44,118.55,306.55,0,Albany
1.07,263807,32457,1390,Atlanta
1.62,380.9,3883.18,0,Atlanta
1.43,69819,407522,3789,Baltimore/Washington
1.58,1415.83,7869.09,76.35,Baltimore/Washington
1.14,38662,1518,7094,Boise
1.77,35.28,386.74,0,Boise
1.4,12171,386056,1901,Boston
1.88,39.81,1355.4,0,Boston
1.13,7805,87461,42,Buffalo/Rochester
1.18,101.72,39.09,0,Buffalo/Rochester
1.09,2333912,1660573,100234,California
1.81,23983.71,47847.46,0,California
1.26,58826,94262,4556,Charlotte
1.9,20.01,4864.47,210.73,Charlotte
1.56,99971,378155,92092,Chicago
1.75,21.79,24946.69,0,Chicago
1.05,5197,133150,1399,Cincinnati/Dayton
1.72,184.1,3716.8,0,Cincinnati/Dayton
0.99,74697,45552,2801,Columbus
1.54,412.51,1265.18,0,Columbus
0.85,575766,258400,5217,Dallas/Ft. Worth
1.66,4177.1,330.35,0,Dallas/Ft. Worth
1.1,149815,325073,9270,Denver
1.79,4565.3,367.5,16.23,Denver
0.97,101693,183341,36621,Detroit
1.39,403.08,2628.08,0,Detroit
0.99,2268,182507,65476,Grand Rapids
1.31,14.31,758.19,0,Grand Rapids
1.15,603156,1732528,317891,Great Lakes
1.52,2808.31,45409.34,0,Great Lakes
1.27,39382,127730,91,Harrisburg/Scranton
1.46,450.89,329.58,5.97,Harrisburg/Scranton
1.55,5716,166828,171,Hartford/Springfield
1.83,288.44,5155.12,1.39,Hartford/Springfield
0.77,540763,289729,7694,Houston
1.56,7042.76,178.32,0,Houston
1.25,8806,103238,2338,Indianapolis
1.42,186.51,1155.5,0,Indianapolis
1.26,87017,9779,273,Jacksonville
1.8,85.7,576.66,2.45,Jacksonville
1.01,66925,127968,4488,Las Vegas
1.56,1471.55,1226.52,0,Las Vegas
1.01,1177940,396804,68958,Los Angeles
1.77,7976.44,23155.32,0,Los Angeles
1.11,2489,52286,530,Louisville
1.59,0,941.51,0,Louisville
1.35,358080,50526,9947,Miami/Ft. Lauderdale
1.58,50.56,397.82,0,Miami/Ft. Lauderdale
1.18,755828,1275665,18490,Midsouth
1.66,2948,38442.38,759.91,Midsouth
1.01,123038,8062,175,Nashville
1.59,49.22,1937.45,0,Nashville
0.97,163448,19343,2002,New Orleans/Mobile
1.46,85.78,149.33,0,New Orleans/Mobile
1.41,42352,652690,580,New York
1.81,14732.14,35839.64,73.33,New York
1.32,219287,2671616,6523,Northeast
1.67,23973.38,52395.33,86.28,Northeast
1.1,15373,576981,1540,Northern New England
1.71,0,390,0,Northern New England
1.31,202974,23478,987,Orlando
1.67,133.97,710.54,0,Orlando
1.35,20978,209391,293,Philadelphia
1.63,3952.63,6132.01,11.61,Philadelphia
0.72,678640,215949,10981,Phoenix/Tucson
1.83,1850.85,1949.93,0,Phoenix/Tucson
1.18,36640,20642,1451,Pittsburgh
1.36,1017.69,52.82,0,Pittsburgh
1.19,738854,411741,5403,Plains
1.76,2087.77,14952.84,24.23,Plains
0.88,260954,168336,12318,Portland
1.52,2244.93,5328.78,0,Portland
1.18,91761,119171,3892,Raleigh/Greensboro
2.11,74.33,5140.66,214.87,Raleigh/Greensboro
1.02,78900,105291,1306,Richmond/Norfolk
1.5,591.86,3015.71,62.15,Richmond/Norfolk
0.99,56316,47267,149,Roanoke
1.42,195.13,1573.6,0,Roanoke
1.17,132009,238373,779,Sacramento
1.69,2066.63,2100.86,0,Sacramento
1.08,186079,147995,13899,San Diego
1.79,761.67,7500.08,0,San Diego
1.28,310481,387168,1966,San Francisco
2.07,8275.24,5745.39,0,San Francisco
1.26,113961,107904,680,Seattle
1.19,1019.98,29524.69,55.28,Seattle
1.12,166920,72687,2909,South Carolina
1.49,79.51,3753.83,98.72,South Carolina
0.84,2801657,1222335,27629,South Central
1.59,22085.74,3150.27,0,South Central
1.21,2032331,328178,21381,Southeast
1.54,1201.3,15651.12,143.43,Southeast
1.16,23473,17884,378,Spokane
1.92,120.24,813.79,0,Spokane
1.37,61716,6514,320,St. Louis
1.81,804.3,1175.92,0,St. Louis
1.25,2791,57129,47,Syracuse
1.23,21.96,134.36,0,Syracuse
1.27,249846,34029,805,Tampa
1.61,40.64,534.88,0,Tampa
1.09,11746980,10905968,583801,Total U.S.
1.62,99317.88,269450.85,1108.2,Total U.S.
0.98,2261955,1603331,86252,West
1.5,20229.67,51602.11,94.33,West
0.85,359419,224516,6690,West Tex/New Mexico
1.55,1768.49,2732.92,0,West Tex/New Mexico
1.29,3220.05,75147.56,104.36,Albany
1.45,18.04,262.14,0,Albany
0.99,274345.62,38433.88,1302.16,Atlanta
1.63,332.1,3555.77,0,Atlanta
1.13,103332.38,546809.87,3979.72,Baltimore/Washington
1.51,1979.76,6934.12,73.99,Baltimore/Washington
1.08,53165.53,1936.25,4746.44,Boise
1.76,52.94,566.03,0,Boise
1.14,13210.49,557434.99,2169.35,Boston
1.74,14.46,1541.99,0,Boston
1.25,7934.47,63389.74,61.68,Buffalo/Rochester
1.14,198.52,70.96,0,Buffalo/Rochester
1.06,2234102.17,2013200.4,90168.26,California
1.89,31270.64,46280.63,0,California
1.02,58726.14,60515.61,4428.39,Charlotte
1.91,4.18,4292.94,202.41,Charlotte
1.13,142085.83,277789.3,90891.04,Chicago
1.65,180.13,30865.75,0,Chicago
1.16,5977.05,88000.51,505.01,Cincinnati/Dayton
1.69,253.36,4171.8,0,Cincinnati/Dayton
1.1,62869.74,18377.18,1247.67,Columbus
1.52,423.48,1207.97,0,Columbus
0.75,637875.57,219736.68,4749.97,Dallas/Ft. Worth
1.53,3195.45,333.74,0,Dallas/Ft. Worth
0.97,150700.53,330683.28,7679.52,Denver
1.67,4093.04,451.74,49.81,Denver
1.13,89161.52,44929.63,10001.86,Detroit
1.39,435.76,2561.62,0,Detroit
1.61,2211.54,52467.15,17501.9,Grand Rapids
1.29,0,729.87,0,Grand Rapids
1.18,609987.32,926924.56,158478.97,Great Lakes
1.49,3001.05,51148.46,0,Great Lakes
1.13,43089.18,163729.22,84.84,Harrisburg/Scranton
1.41,237.25,282.59,9.3,Harrisburg/Scranton
1.14,18098,359319.53,162.16,Hartford/Springfield
1.81,77.91,3133.36,5.58,Hartford/Springfield
0.79,459265.36,294180.18,6828.23,Houston
1.51,6333.93,118.99,0,Houston
1.26,9368.9,83042.64,1754.24,Indianapolis
1.42,119.59,1112.3,0,Indianapolis
1.01,95942.65,11557.82,257.6,Jacksonville
1.59,56.22,439.38,2.48,Jacksonville
1.03,65071.68,94140.95,4760.32,Las Vegas
1.68,1318.35,1602.11,0,Las Vegas
1.07,1024592.52,396712.41,62000.95,Los Angeles
1.78,15944.09,19669.57,0,Los Angeles
1.01,6065.04,37048.51,147.89,Louisville
1.54,0,723.86,0,Louisville
1.03,484033.33,71985.61,6988.61,Miami/Ft. Lauderdale
1.48,31.72,265.21,0,Miami/Ft. Lauderdale
1.07,728666.15,1219626.41,17891.07,Midsouth
1.61,3274.32,33387.67,675.89,Midsouth
0.9,123093.48,7029.89,199.82,Nashville
1.59,19.21,1730.07,0,Nashville
1.06,144316.93,21840.9,1803,New Orleans/Mobile
1.4,141.27,47.66,0,New Orleans/Mobile
1.14,48483.07,1906061.15,1561.82,New York
1.79,8727.63,19910.92,102.93,New York
1.17,235645.01,4168090.07,8054.61,Northeast
1.6,16117.35,32493.29,108.86,Northeast
1.29,9450.19,265318.32,1317.74,Northern New England
1.67,0,285.78,0,Northern New England
1.02,267852.26,33749.43,892.21,Orlando
1.6,93.53,721.9,0,Orlando
1.23,23492.14,418502.09,518.51,Philadelphia
1.5,3846.15,4443.9,2.31,Philadelphia
0.64,731583.95,200595.47,10237.88,Phoenix/Tucson
1.8,1884.55,1989.33,0,Phoenix/Tucson
1.27,34239.68,19312.09,1573.33,Pittsburgh
1.39,923.14,34.45,0,Pittsburgh
1.15,658960.79,395234.44,4370.57,Plains
1.7,1965.71,15750,9.73,Plains
1.29,110651.9,93996.37,15325.59,Portland
1.42,2456.22,5456.26,13.45,Portland
1.03,91718.59,76259.58,4128.62,Raleigh/Greensboro
2.12,59.16,4370.67,158.91,Raleigh/Greensboro
1.04,66481.28,75996.96,1058.89,Richmond/Norfolk
1.4,365.36,2618.38,68.67,Richmond/Norfolk
1.05,38481.95,36370.51,73.18,Roanoke
1.47,124.73,1438.67,0,Roanoke
1.07,157173.69,266189.47,910.41,Sacramento
1.75,1703.63,2659.43,0,Sacramento
1.13,156011.73,148747.09,11293.42,San Diego
2.05,2436.56,6895.21,0,San Diego
1.05,302200.79,593521.66,2372.46,San Francisco
2.27,7080.05,7071.98,0,San Francisco
1.39,85240.97,116349.02,706.43,Seattle
1.07,1035.21,39167.18,43.9,Seattle
1.02,169611.11,55404.43,2823.89,South Carolina
1.42,84.05,2990.27,70.89,South Carolina
0.8,2897662.05,1093963.73,25059.21,South Central
1.5,18348.97,3120.89,0,South Central
1.02,2353835.77,373395.29,17836.02,Southeast
1.48,907.78,12906.41,91.79,Southeast
1.2,20460.76,20182.48,397.01,Spokane
2.06,256.63,832.45,0,Spokane
1.18,59840.03,6577.15,153.25,St. Louis
1.72,745.23,1060.12,0,St. Louis
1.24,2531.03,34341.79,32.29,Syracuse
1.13,19.38,76.24,0,Syracuse
1.02,293951.67,45874.99,840,Tampa
1.56,27.66,438.56,0,Tampa
