average_price,4046,4225,4770,type,geography
2.4,4163.34,5797.11,0.0,organic,San Francisco
1.68,122341.72,165493.94,762.56,conventional,Seattle
2.61,1003.18,12855.06,20.85,organic,Seattle
1.28,176984.94,84547.08,2236.83,conventional,South Carolina
1.83,69.9,4666.74,116.89,organic,South Carolina
1.35,26467.32,25825.62,241.55,conventional,Spokane
2.55,324.26,1828.38,4.18,organic,Spokane
1.45,77376.85,17792.83,217.5,conventional,St. Louis
2.22,1987.54,2314.64,1.77,organic,St. Louis
1.38,1077.61,42756.31,906.91,conventional,Syracuse
1.35,0.0,165.11,0.0,organic,Syracuse
1.5,209888.73,40717.65,137.3,conventional,Tampa
1.56,22.61,39.69,0.0,organic,Tampa
0.95,473343.11,152255.69,24289.97,conventional,West Tex/New Mexico
1.6,1763.86,4382.01,2211.74,organic,West Tex/New Mexico
1.49,1905.52,72533.28,940.58,conventional,Albany
1.42,93.39,93.39,0.0,organic,Albany
1.24,285745.92,65016.24,150.97,conventional,Atlanta
1.85,609.88,7547.2,0.0,organic,Atlanta
1.48,65421.16,435763.72,5663.76,conventional,Baltimore/Washington
1.51,763.36,8833.15,131.28,organic,Baltimore/Washington
1.51,36289.63,3129.5,7061.55,conventional,Boise
2.23,52.24,545.95,0.0,organic,Boise
1.37,7993.86,556263.37,6107.14,conventional,Boston
1.59,6.86,1165.51,0.0,organic,Boston
1.34,1917.57,67607.83,37.44,conventional,Buffalo/Rochester
1.28,5.9,427.39,0.0,organic,Buffalo/Rochester
1.46,2201004.96,1738865.16,151424.79,conventional,California
2.17,20884.31,52053.33,4.67,organic,California
1.39,50924.04,75358.77,5993.87,conventional,Charlotte
2.0,22.63,5297.61,390.71,organic,Charlotte
1.59,79551.49,459858.58,127440.73,conventional,Chicago
1.88,87.93,31152.43,0.0,organic,Chicago
1.47,4245.43,85748.65,1095.65,conventional,Cincinnati/Dayton
1.82,364.87,11735.45,0.0,organic,Cincinnati/Dayton
1.39,62106.54,20698.51,1069.5,conventional,Columbus
1.73,506.35,3600.62,0.0,organic,Columbus
0.99,640831.59,275273.34,2162.81,conventional,Dallas/Ft. Worth
1.57,11038.45,468.58,0.0,organic,Dallas/Ft. Worth
1.15,149313.58,353625.53,13389.27,conventional,Denver
1.83,8533.77,3419.39,214.84,organic,Denver
1.55,66396.62,40479.0,30384.25,conventional,Detroit
1.74,603.58,5510.26,0.0,organic,Detroit
1.68,2240.69,56572.58,33294.94,conventional,Grand Rapids
1.27,4.15,667.54,0.0,organic,Grand Rapids
1.38,44426.16,116786.25,100.44,conventional,Harrisburg/Scranton
1.43,231.9,221.59,23.38,organic,Harrisburg/Scranton
1.59,8142.48,201585.67,62.7,conventional,Hartford/Springfield
1.95,97.2,4468.49,8.21,organic,Hartford/Springfield
1.02,510127.52,214165.71,3006.89,conventional,Houston
1.41,11852.73,26.26,0.0,organic,Houston
1.36,7482.96,70451.99,843.55,conventional,Indianapolis
1.6,102.46,2950.41,0.0,organic,Indianapolis
1.44,101545.19,14942.73,55.78,conventional,Jacksonville
2.04,121.1,583.91,0.0,organic,Jacksonville
1.28,114294.17,62879.45,6655.76,conventional,Las Vegas
1.89,1379.57,2862.27,0.0,organic,Las Vegas
1.38,1266618.54,407573.08,99404.46,conventional,Los Angeles
2.07,9095.61,24077.08,0.0,organic,Los Angeles
1.37,2203.65,37670.64,134.13,conventional,Louisville
1.6,0.0,1441.91,0.0,organic,Louisville
1.47,374063.45,67585.09,421.47,conventional,Miami/Ft. Lauderdale
1.41,22.07,27.4,0.0,organic,Miami/Ft. Lauderdale
1.21,95944.35,32144.65,179.51,conventional,Nashville
1.43,39.23,3771.3,0.0,organic,Nashville
1.39,155838.78,38067.91,78.0,conventional,New Orleans/Mobile
1.28,102.75,55.78,0.0,organic,New Orleans/Mobile
1.55,63537.04,830714.94,3112.43,conventional,New York
1.85,5573.31,20491.42,1314.87,organic,New York
1.38,237300.29,33319.21,196.65,conventional,Orlando
1.79,89.48,833.81,0.0,organic,Orlando
1.47,35968.15,227600.65,415.16,conventional,Philadelphia
1.59,998.55,5290.65,7.86,organic,Philadelphia
0.89,540131.79,267082.3,12298.76,conventional,Phoenix/Tucson
2.04,2881.74,3345.03,0.0,organic,Phoenix/Tucson
1.29,42723.4,25661.41,1369.42,conventional,Pittsburgh
1.28,388.46,22.35,0.0,organic,Pittsburgh
1.15,163681.81,240248.53,15020.34,conventional,Portland
2.35,2185.42,10316.01,8.19,organic,Portland
1.31,72790.4,94919.48,6495.0,conventional,Raleigh/Greensboro
1.95,159.08,5194.4,192.67,organic,Raleigh/Greensboro
1.13,96431.74,83045.48,2068.65,conventional,Richmond/Norfolk
1.45,490.84,4973.46,117.18,organic,Richmond/Norfolk
1.17,36513.08,40395.65,320.79,conventional,Roanoke
1.49,365.76,2772.19,0.0,organic,Roanoke
1.46,148014.47,247469.68,2242.49,conventional,Sacramento
1.97,1474.65,2451.59,0.0,organic,Sacramento
1.46,190512.25,135877.1,19475.81,conventional,San Diego
2.31,784.86,8530.78,0.0,organic,San Diego
1.66,166906.47,421727.32,5650.14,conventional,San Francisco
2.44,5952.05,6286.11,0.0,organic,San Francisco
1.54,110161.26,215252.32,5868.34,conventional,Seattle
2.61,729.0,12909.58,11.45,organic,Seattle
1.3,183065.16,83184.47,1969.67,conventional,South Carolina
1.81,92.72,4559.49,113.74,organic,South Carolina
1.44,17050.89,35913.91,88.54,conventional,Spokane
2.66,145.69,2076.08,20.23,organic,Spokane
1.33,99724.67,17159.84,192.82,conventional,St. Louis
2.22,656.83,3501.3,0.0,organic,St. Louis
1.38,1193.19,40041.52,249.55,conventional,Syracuse
1.25,0.0,164.12,0.0,organic,Syracuse
1.42,238382.27,42528.26,135.9,conventional,Tampa
1.55,19.6,14.3,0.0,organic,Tampa
1.03,488728.09,118607.98,9864.53,conventional,West Tex/New Mexico
1.6,1832.11,4752.03,1914.09,organic,West Tex/New Mexico
1.61,1915.81,73287.66,321.62,conventional,Albany
1.67,55.26,92.99,0.0,organic,Albany
1.34,247038.63,60149.97,87.14,conventional,Atlanta
1.78,431.93,6137.14,0.0,organic,Atlanta
1.47,57622.28,399898.3,5352.26,conventional,Baltimore/Washington
1.6,1117.3,8371.18,115.39,organic,Baltimore/Washington
1.54,36727.08,3472.94,7264.42,conventional,Boise
2.21,51.75,721.8,0.0,organic,Boise
1.48,8414.57,429987.0,3326.4,conventional,Boston
1.61,7.0,1303.51,0.0,organic,Boston
1.32,1769.04,65452.36,40.32,conventional,Buffalo/Rochester
1.44,9.99,451.17,0.0,organic,Buffalo/Rochester
1.38,2179199.68,2206571.02,152942.18,conventional,California
2.14,15243.52,40785.21,0.0,organic,California
1.4,54840.38,81789.28,6237.96,conventional,Charlotte
2.07,26.63,5054.68,322.23,organic,Charlotte
1.62,76110.93,447892.34,134637.19,conventional,Chicago
1.9,93.55,31700.84,0.0,organic,Chicago
1.48,3801.61,82403.53,856.06,conventional,Cincinnati/Dayton
1.85,286.35,6566.23,0.0,organic,Cincinnati/Dayton
1.22,87045.12,20908.3,1144.77,conventional,Columbus
1.61,639.15,2112.71,0.0,organic,Columbus
1.03,636100.17,259717.64,1707.76,conventional,Dallas/Ft. Worth
1.62,7498.76,747.2,0.0,organic,Dallas/Ft. Worth
1.19,145887.05,313773.34,12960.79,conventional,Denver
1.83,8612.69,1388.86,54.11,organic,Denver
1.29,114942.57,39063.15,27664.07,conventional,Detroit
1.61,507.0,3352.6,0.0,organic,Detroit
1.63,2162.74,49417.9,30794.05,conventional,Grand Rapids
1.33,4.15,1376.64,0.0,organic,Grand Rapids
1.36,41369.26,115565.26,55.81,conventional,Harrisburg/Scranton
1.59,231.38,177.87,9.09,organic,Harrisburg/Scranton
1.56,5477.9,190639.6,130.79,conventional,Hartford/Springfield
2.1,72.64,4282.77,2.74,organic,Hartford/Springfield
1.0,536258.78,203627.59,2676.17,conventional,Houston
1.41,9681.29,11.89,0.0,organic,Houston
1.41,7452.61,74597.93,807.32,conventional,Indianapolis
1.49,91.93,1707.14,0.0,organic,Indianapolis
1.43,89089.69,13102.88,73.61,conventional,Jacksonville
1.78,114.54,511.3,0.0,organic,Jacksonville
1.29,113471.56,46394.92,7351.15,conventional,Las Vegas
1.72,1859.58,2464.2,0.0,organic,Las Vegas
1.39,1263812.03,399835.58,100595.71,conventional,Los Angeles
2.1,9903.04,18850.52,0.0,organic,Los Angeles
1.3,2384.77,33397.53,133.88,conventional,Louisville
1.56,0.0,1153.38,0.0,organic,Louisville
1.46,342501.26,62144.33,358.81,conventional,Miami/Ft. Lauderdale
1.38,10.67,17.35,0.0,organic,Miami/Ft. Lauderdale
1.14,106460.13,29771.49,52.14,conventional,Nashville
1.5,54.78,2881.16,0.0,organic,Nashville
1.4,142551.37,30114.36,41.0,conventional,New Orleans/Mobile
1.25,228.57,118.74,0.0,organic,New Orleans/Mobile
1.52,63098.74,856414.09,3849.65,conventional,New York
1.88,3407.72,17677.84,285.56,organic,New York
1.4,208380.73,32846.09,204.32,conventional,Orlando
1.69,104.79,712.46,0.0,organic,Orlando
1.47,36123.33,238811.54,1343.6,conventional,Philadelphia
1.74,689.81,4317.72,6.13,organic,Philadelphia
0.96,482854.07,163669.16,12228.42,conventional,Phoenix/Tucson
1.9,2777.53,3021.23,0.0,organic,Phoenix/Tucson
1.29,41263.14,27919.48,1465.5,conventional,Pittsburgh
1.43,945.2,16.88,0.0,organic,Pittsburgh
1.34,145857.23,211102.06,14356.83,conventional,Portland
2.29,6085.95,8191.27,25.18,organic,Portland
1.31,88828.86,96173.17,5723.72,conventional,Raleigh/Greensboro
2.11,269.89,5176.93,195.51,organic,Raleigh/Greensboro
1.26,61959.41,85046.12,1831.32,conventional,Richmond/Norfolk
1.56,623.91,4519.06,138.65,organic,Richmond/Norfolk
1.29,25323.09,41333.21,182.21,conventional,Roanoke
1.59,310.32,2134.34,0.0,organic,Roanoke
1.41,149729.73,306327.51,2243.53,conventional,Sacramento
1.86,811.56,2096.87,0.0,organic,Sacramento
1.48,174486.03,137655.83,21223.58,conventional,San Diego
2.37,819.66,6870.21,0.0,organic,San Diego
1.3,162330.88,657673.84,5039.65,conventional,San Francisco
2.14,1825.73,3948.19,0.0,organic,San Francisco
1.72,115910.95,169760.67,2027.83,conventional,Seattle
2.6,1131.67,13395.46,76.57,organic,Seattle
1.3,168379.33,84509.29,1851.95,conventional,South Carolina
1.57,178.36,3739.96,83.3,organic,South Carolina
1.56,18393.36,29605.74,88.93,conventional,Spokane
2.38,127.96,1619.38,0.0,organic,Spokane
1.52,66450.58,19148.7,157.76,conventional,St. Louis
2.11,557.82,2534.81,16.0,organic,St. Louis
1.43,1121.94,36769.4,36.37,conventional,Syracuse
1.44,0.0,136.78,0.0,organic,Syracuse
1.44,212489.84,38534.38,93.74,conventional,Tampa
1.57,41.69,43.63,0.0,organic,Tampa
1.01,496316.57,107799.04,8697.46,conventional,West Tex/New Mexico
1.67,2618.13,3169.61,1056.54,organic,West Tex/New Mexico
1.53,2456.91,76509.07,336.06,conventional,Albany
1.98,39.31,331.89,0.0,organic,Albany
1.36,252436.49,60584.7,69.99,conventional,Atlanta
1.97,451.86,5641.82,0.0,organic,Atlanta
1.47,60785.37,440986.27,5324.79,conventional,Baltimore/Washington
1.65,1372.7,10746.78,148.14,organic,Baltimore/Washington
1.54,37252.55,3802.7,7644.86,conventional,Boise
2.21,81.09,596.86,0.0,organic,Boise
1.55,8619.19,470232.85,3211.56,conventional,Boston
1.61,7.5,1198.39,0.0,organic,Boston
1.32,2068.33,78780.02,42.94,conventional,Buffalo/Rochester
1.34,0.0,311.73,0.0,organic,Buffalo/Rochester
1.36,2313742.61,1892140.35,159763.39,conventional,California
2.18,18668.32,42686.77,0.0,organic,California
1.43,43174.26,78385.61,6519.58,conventional,Charlotte
2.36,28.61,4983.56,251.04,organic,Charlotte
1.72,68696.24,401419.79,136884.94,conventional,Chicago
1.74,38.53,7883.0,0.0,organic,Chicago
1.46,4310.92,88272.35,1301.36,conventional,Cincinnati/Dayton
2.06,221.48,4752.99,0.0,organic,Cincinnati/Dayton
1.21,82089.07,24630.41,1148.89,conventional,Columbus
1.72,559.74,1980.71,0.0,organic,Columbus
0.98,663949.1,307186.94,2723.49,conventional,Dallas/Ft. Worth
1.63,6944.17,440.45,0.0,organic,Dallas/Ft. Worth
1.43,145450.77,211822.19,13541.62,conventional,Denver
1.95,9900.68,1086.26,46.34,organic,Denver
1.25,101371.87,45320.08,41542.27,conventional,Detroit
1.68,572.57,3106.62,0.0,organic,Detroit
1.45,2082.16,69687.29,45132.06,conventional,Grand Rapids
1.29,6.89,825.81,0.0,organic,Grand Rapids
1.37,42012.76,129112.23,58.47,conventional,Harrisburg/Scranton
1.63,253.23,179.45,5.72,organic,Harrisburg/Scranton
1.6,5057.28,200007.7,223.22,conventional,Hartford/Springfield
2.11,37.14,4371.88,0.0,organic,Hartford/Springfield
0.99,552895.89,251754.0,3739.05,conventional,Houston
1.4,10486.19,21.84,0.0,organic,Houston
1.35,7818.03,78546.1,1301.64,conventional,Indianapolis
1.45,132.01,1644.3,0.0,organic,Indianapolis
1.44,82275.37,12280.16,43.1,conventional,Jacksonville
2.09,83.93,489.38,1.18,organic,Jacksonville
1.3,114985.35,53059.42,7126.4,conventional,Las Vegas
1.74,1959.22,2514.13,0.0,organic,Las Vegas
1.22,1359069.5,414552.66,109001.34,conventional,Los Angeles
2.1,9064.57,19027.84,0.0,organic,Los Angeles
1.3,2317.1,37610.34,218.0,conventional,Louisville
1.73,0.0,1226.78,0.0,organic,Louisville
1.48,341186.45,64789.85,324.38,conventional,Miami/Ft. Lauderdale
1.5,11.67,44.02,0.0,organic,Miami/Ft. Lauderdale
1.13,106178.67,36727.83,49.22,conventional,Nashville
1.54,71.27,2677.74,0.0,organic,Nashville
1.33,130001.44,34141.47,44.0,conventional,New Orleans/Mobile
1.18,128.76,71.31,0.0,organic,New Orleans/Mobile
1.56,59767.3,821262.42,2432.16,conventional,New York
1.91,3899.19,18435.36,158.28,organic,New York
1.41,209093.43,34123.34,147.27,conventional,Orlando
1.82,115.65,823.15,0.0,organic,Orlando
1.48,33708.96,225677.1,1472.45,conventional,Philadelphia
1.78,875.54,4130.82,3.69,organic,Philadelphia
0.94,493642.98,198503.76,11502.53,conventional,Phoenix/Tucson
1.84,2862.01,2743.0,0.0,organic,Phoenix/Tucson
1.29,41518.8,28322.16,1457.18,conventional,Pittsburgh
1.43,861.22,28.71,0.0,organic,Pittsburgh
1.58,125451.64,146938.76,16332.57,conventional,Portland
2.14,8822.05,3672.5,18.46,organic,Portland
1.29,84938.56,97693.5,5724.63,conventional,Raleigh/Greensboro
2.51,138.72,5216.39,174.16,organic,Raleigh/Greensboro
1.26,60135.26,90862.57,1893.69,conventional,Richmond/Norfolk
1.66,513.56,3881.12,71.87,organic,Richmond/Norfolk
1.29,28072.43,42704.66,168.32,conventional,Roanoke
1.81,282.29,2012.36,0.0,organic,Roanoke
1.46,150669.55,267998.44,1923.28,conventional,Sacramento
1.99,1620.1,2516.0,0.0,organic,Sacramento
1.34,191792.73,140575.29,21769.92,conventional,San Diego
2.37,1047.77,6973.51,0.0,organic,San Diego
1.62,156780.78,472631.33,4524.91,conventional,San Francisco
2.33,3753.8,5234.25,0.0,organic,San Francisco
1.73,124307.99,178899.75,965.93,conventional,Seattle
2.58,1335.08,13120.04,36.29,organic,Seattle
1.37,128394.5,85339.68,1997.32,conventional,South Carolina
1.74,205.93,3665.23,135.34,organic,South Carolina
1.55,20501.08,29823.74,121.9,conventional,Spokane
2.45,272.73,1678.34,0.0,organic,Spokane
1.49,73948.62,18312.07,174.67,conventional,St. Louis
2.15,1494.5,1378.38,8.88,organic,St. Louis
1.4,1279.22,41361.06,55.46,conventional,Syracuse
1.37,0.0,114.91,0.0,organic,Syracuse
1.46,207551.11,40584.94,88.0,conventional,Tampa
1.6,31.97,64.92,0.0,organic,Tampa
0.95,532554.49,121535.96,7915.35,conventional,West Tex/New Mexico
1.78,2134.24,4592.66,331.6,organic,West Tex/New Mexico
1.52,1947.26,118605.14,186.67,conventional,Albany
1.9,42.86,207.29,0.0,organic,Albany
1.37,251178.4,62180.62,64.99,conventional,Atlanta
2.14,516.53,5399.86,0.0,organic,Atlanta
1.48,61461.48,431018.65,5629.49,conventional,Baltimore/Washington
1.66,1099.85,6739.42,161.91,organic,Baltimore/Washington
1.51,36652.25,3646.53,5544.33,conventional,Boise
2.32,71.06,602.73,0.0,organic,Boise
1.52,7302.93,492068.56,2985.05,conventional,Boston
1.77,9.07,1183.44,0.0,organic,Boston
1.32,2321.06,60729.79,18.73,conventional,Buffalo/Rochester
1.27,4.73,416.02,0.0,organic,Buffalo/Rochester
1.26,2346710.99,2079376.28,190313.03,conventional,California
2.21,27834.92,44902.56,0.0,organic,California
1.47,47263.33,78914.53,6255.4,conventional,Charlotte
2.35,33.0,4739.09,242.97,organic,Charlotte
1.89,64033.75,355733.16,135484.85,conventional,Chicago
1.69,65.48,6949.79,0.0,organic,Chicago
1.34,4609.64,92313.29,1103.12,conventional,Cincinnati/Dayton
1.97,219.37,4075.78,0.0,organic,Cincinnati/Dayton
1.52,59728.76,19181.67,1136.45,conventional,Columbus
1.73,745.58,2180.18,0.0,organic,Columbus
1.0,677058.95,260341.69,2582.06,conventional,Dallas/Ft. Worth
1.68,5364.59,322.73,0.0,organic,Dallas/Ft. Worth
1.46,148506.19,198503.52,11830.22,conventional,Denver
2.08,7525.31,864.59,58.85,organic,Denver
1.55,64304.67,33590.3,27839.54,conventional,Detroit
1.54,515.41,3457.64,0.0,organic,Detroit
1.7,3912.7,48945.22,30208.75,conventional,Grand Rapids
1.18,39.88,347.91,0.0,organic,Grand Rapids
1.43,42116.11,127782.88,58.29,conventional,Harrisburg/Scranton
1.69,285.14,243.13,18.13,organic,Harrisburg/Scranton
1.63,4240.0,193118.61,164.97,conventional,Hartford/Springfield
2.26,83.87,4346.49,0.0,organic,Hartford/Springfield
0.99,406049.08,395755.28,6723.26,conventional,Houston
1.39,7796.25,22.34,0.0,organic,Houston
1.49,7053.96,68255.91,800.61,conventional,Indianapolis
1.41,139.95,1290.13,0.0,organic,Indianapolis
1.49,90069.37,14574.55,68.45,conventional,Jacksonville
2.0,87.99,447.2,3.62,organic,Jacksonville
1.18,100523.04,68158.2,6825.44,conventional,Las Vegas
2.05,913.51,2538.57,0.0,organic,Las Vegas
1.19,1412649.35,452871.67,120591.71,conventional,Los Angeles
2.04,10764.58,16810.19,0.0,organic,Los Angeles
1.38,2736.38,37308.97,121.05,conventional,Louisville
1.67,0.0,1252.59,0.0,organic,Louisville
1.51,383486.57,70899.96,207.86,conventional,Miami/Ft. Lauderdale
1.47,16.34,29.2,0.0,organic,Miami/Ft. Lauderdale
1.05,124290.96,38810.91,91.21,conventional,Nashville
1.61,25.2,2387.12,0.0,organic,Nashville
1.39,130628.39,30558.86,82.91,conventional,New Orleans/Mobile
1.2,164.92,93.1,0.0,organic,New Orleans/Mobile
1.58,64027.77,686338.23,1222.6,conventional,New York
2.07,4392.15,21953.83,234.58,organic,New York
1.44,227667.4,38433.45,166.56,conventional,Orlando
2.12,767.0,1410.92,0.0,organic,Orlando
1.54,37776.72,200247.11,682.86,conventional,Philadelphia
1.79,1014.45,4880.17,11.82,organic,Philadelphia
1.01,458381.41,178230.34,12192.21,conventional,Phoenix/Tucson
2.01,1907.11,3464.06,0.0,organic,Phoenix/Tucson
1.27,44556.63,26086.43,1284.85,conventional,Pittsburgh
1.44,833.85,36.67,0.0,organic,Pittsburgh
1.71,100657.31,122555.64,14938.35,conventional,Portland
2.33,3505.69,2495.68,0.0,organic,Portland
1.39,63759.04,102293.95,5709.16,conventional,Raleigh/Greensboro
2.29,140.56,4659.38,135.63,organic,Raleigh/Greensboro
1.35,55347.03,81849.06,1853.27,conventional,Richmond/Norfolk
1.79,541.48,3363.51,112.95,organic,Richmond/Norfolk
1.38,26240.62,40274.6,137.22,conventional,Roanoke
2.0,295.77,1577.89,0.0,organic,Roanoke
1.44,142234.49,263667.14,3221.43,conventional,Sacramento
2.09,2079.18,3059.01,0.0,organic,Sacramento
1.24,188851.61,165179.35,23999.56,conventional,San Diego
2.32,930.36,6082.22,0.0,organic,San Diego
1.29,164086.95,569847.08,9914.9,conventional,San Francisco
2.57,8857.4,8680.4,0.0,organic,San Francisco
1.81,108558.45,159897.73,558.27,conventional,Seattle
2.65,1215.98,11028.92,7.58,organic,Seattle
1.36,154159.71,86025.66,2120.0,conventional,South Carolina
1.78,195.52,3482.19,140.67,organic,South Carolina
1.67,16296.64,26112.53,100.27,conventional,Spokane
2.55,290.02,1531.25,0.0,organic,Spokane
1.49,81583.85,16239.33,251.27,conventional,St. Louis
2.28,238.64,1946.25,3.6,organic,St. Louis
1.45,995.24,49060.0,95.43,conventional,Syracuse
1.39,0.0,169.15,0.0,organic,Syracuse
1.49,241771.3,49334.31,107.12,conventional,Tampa
1.57,11.93,52.71,0.0,organic,Tampa
0.95,479443.63,113710.28,12037.45,conventional,West Tex/New Mexico
2.01,1182.39,3688.93,11.24,organic,West Tex/New Mexico
1.61,1553.71,59028.13,130.14,conventional,Albany
1.86,61.21,143.82,0.0,organic,Albany
1.43,230252.9,49199.54,27.54,conventional,Atlanta
2.18,587.96,6921.22,0.0,organic,Atlanta
1.57,58935.48,417107.93,5204.71,conventional,Baltimore/Washington
1.75,924.94,8272.68,114.95,organic,Baltimore/Washington
1.37,42285.45,2840.46,7323.21,conventional,Boise
2.62,107.75,622.57,0.0,organic,Boise
1.77,6723.39,328845.89,1675.13,conventional,Boston
1.72,10.07,1256.79,0.0,organic,Boston
1.34,2619.19,71900.58,11.18,conventional,Buffalo/Rochester
1.46,74.71,227.91,0.0,organic,Buffalo/Rochester
1.64,1995269.12,1293180.21,165218.13,conventional,California
2.37,28993.37,44771.32,1.57,organic,California
1.52,57230.8,69135.38,5602.86,conventional,Charlotte
2.48,92.36,4682.08,200.75,organic,Charlotte
1.88,91477.74,349704.0,140354.25,conventional,Chicago
1.71,51.92,5013.57,0.0,organic,Chicago
1.15,4339.15,107640.2,884.18,conventional,Cincinnati/Dayton
1.92,249.33,3687.59,0.0,organic,Cincinnati/Dayton
1.23,93230.93,20982.37,988.74,conventional,Columbus
1.8,580.62,1815.88,0.0,organic,Columbus
0.99,624826.63,228512.25,818.97,conventional,Dallas/Ft. Worth
1.8,7818.39,694.46,0.0,organic,Dallas/Ft. Worth
1.2,113449.77,324067.53,13424.53,conventional,Denver
2.11,5178.4,520.11,40.88,organic,Denver
1.25,113908.85,34529.25,26555.78,conventional,Detroit
1.59,544.7,3347.81,0.0,organic,Detroit
1.7,2503.59,47876.89,29038.08,conventional,Grand Rapids
1.13,23.42,35.82,0.0,organic,Grand Rapids
