type,average_price,on_date,year,total_volume
organic,1.78,2018-04-29,2018,13918.85
conventional,1.45,2018-04-29,2018,821127.9
organic,1.61,2018-04-29,2018,38976.58
conventional,0.89,2018-04-29,2018,328610.51
organic,1.59,2018-04-29,2018,18955.27
conventional,1.01,2018-04-29,2018,195297.83
organic,1.42,2018-04-29,2018,16021.46
conventional,0.85,2018-04-29,2018,1321951.16
organic,1.5,2018-04-29,2018,30689.13
conventional,1.14,2018-04-29,2018,970135
organic,1.69,2018-04-29,2018,22456.68
conventional,1.14,2018-04-29,2018,423875.4
organic,1.35,2018-04-29,2018,30160.63
conventional,1.5,2018-04-29,2018,182539.21
organic,1.16,2018-04-29,2018,11368.32
conventional,1.21,2018-04-29,2018,3917834.41
organic,1.4,2018-04-29,2018,239584.67
conventional,1.09,2018-04-29,2018,356561.21
organic,1.43,2018-04-29,2018,17550.03
conventional,1.1,2018-04-29,2018,500917.41
organic,2.02,2018-04-29,2018,18835.53
conventional,0.78,2018-04-29,2018,1442429.41
organic,1.43,2018-04-29,2018,33305.27
conventional,1.18,2018-04-29,2018,177282.97
organic,1.29,2018-04-29,2018,12972.05
conventional,1.08,2018-04-29,2018,279716.84
organic,1.94,2018-04-29,2018,6550.3
conventional,1.09,2018-04-29,2018,396075.04
organic,1.67,2018-04-29,2018,14164.34
conventional,1.06,2018-04-29,2018,3165706.56
organic,1.68,2018-04-29,2018,103260.3
conventional,1.09,2018-04-29,2018,116515.59
organic,1.49,2018-04-29,2018,5117.11
conventional,1.11,2018-04-29,2018,1068549.83
organic,1.55,2018-04-29,2018,10908.5
conventional,1.12,2018-04-29,2018,4293974.11
organic,1.59,2018-04-29,2018,193335.07
conventional,1,2018-04-29,2018,293893.89
organic,1.56,2018-04-29,2018,9093.61
conventional,0.97,2018-04-29,2018,386294.92
organic,1.41,2018-04-29,2018,9075.37
conventional,1.13,2018-04-29,2018,2484852.67
organic,1.95,2018-04-29,2018,92412.79
conventional,1.1,2018-04-29,2018,6678816.69
organic,1.6,2018-04-29,2018,335452.84
conventional,1.05,2018-04-29,2018,576647.79
organic,1.6,2018-04-29,2018,24492.82
conventional,1.08,2018-04-29,2018,603825.4
organic,1.65,2018-04-29,2018,12028.2
conventional,1.13,2018-04-29,2018,635262.78
organic,1.61,2018-04-29,2018,30058.03
conventional,0.71,2018-04-29,2018,1372259.3
organic,1.49,2018-04-29,2018,20731.68
conventional,0.99,2018-04-29,2018,204292.73
organic,1.35,2018-04-29,2018,17884.8
conventional,1.1,2018-04-29,2018,2390888.95
organic,1.51,2018-04-29,2018,92039.11
conventional,1.16,2018-04-29,2018,737447.07
organic,1.67,2018-04-29,2018,32104.39
conventional,1.23,2018-04-29,2018,404605.55
organic,2.07,2018-04-29,2018,15000.07
conventional,1.18,2018-04-29,2018,325216.56
organic,1.38,2018-04-29,2018,24690.77
conventional,1.08,2018-04-29,2018,195489.72
organic,1.58,2018-04-29,2018,12229.34
conventional,1.34,2018-04-29,2018,479557.36
organic,1.53,2018-04-29,2018,14219.38
conventional,1.06,2018-04-29,2018,580811.76
organic,1.75,2018-04-29,2018,16865.2
conventional,1.44,2018-04-29,2018,771379.01
organic,1.73,2018-04-29,2018,39936.22
conventional,1.43,2018-04-29,2018,561718.39
organic,1.39,2018-04-29,2018,116508.65
conventional,1.09,2018-04-29,2018,544533.07
organic,1.43,2018-04-29,2018,17478.38
conventional,0.86,2018-04-29,2018,6794652.03
organic,1.48,2018-04-29,2018,162599.68
conventional,1.06,2018-04-29,2018,5998471.73
organic,1.55,2018-04-29,2018,133107.57
conventional,1.27,2018-04-29,2018,100922.54
organic,1.68,2018-04-29,2018,5570.28
conventional,1.23,2018-04-29,2018,216822.17
organic,1.45,2018-04-29,2018,14914.12
conventional,1.05,2018-04-29,2018,100592.67
organic,1.08,2018-04-29,2018,11248.99
conventional,1.1,2018-04-29,2018,707713.59
organic,1.54,2018-04-29,2018,10308.61
conventional,1.07,2018-04-29,2018,43856758.99
organic,1.55,2018-04-29,2018,1682802.87
conventional,1.05,2018-04-29,2018,7406461.8
organic,1.55,2018-04-29,2018,308548.64
conventional,0.84,2018-04-29,2018,971399.59
organic,1.57,2018-04-29,2018,22850.27
conventional,1.09,2018-05-06,2018,195176.41
organic,1.68,2018-05-06,2018,2510.31
conventional,0.83,2018-05-06,2018,1115414.22
organic,1.65,2018-05-06,2018,24728.03
conventional,1.04,2018-05-06,2018,1416788.72
organic,1.37,2018-05-06,2018,54573.61
conventional,1.01,2018-05-06,2018,146195.48
organic,1.82,2018-05-06,2018,3390.62
conventional,1.07,2018-05-06,2018,951681.75
organic,1.58,2018-05-06,2018,38431.58
conventional,1.12,2018-05-06,2018,223134
organic,1.03,2018-05-06,2018,32641.17
conventional,0.85,2018-05-06,2018,10094234.35
organic,1.66,2018-05-06,2018,179125.17
conventional,0.93,2018-05-06,2018,465904.9
organic,1.78,2018-05-06,2018,13480.41
conventional,1.03,2018-05-06,2018,1405374.09
organic,1.66,2018-05-06,2018,38753.16
conventional,0.73,2018-05-06,2018,505491.26
organic,1.5,2018-05-06,2018,22992.79
conventional,0.74,2018-05-06,2018,402841.56
organic,1.43,2018-05-06,2018,13790.17
conventional,0.69,2018-05-06,2018,1960909.65
organic,1.42,2018-05-06,2018,29858.91
conventional,0.94,2018-05-06,2018,1293645.42
organic,1.65,2018-05-06,2018,25474.08
conventional,0.79,2018-05-06,2018,886942.76
organic,1.53,2018-05-06,2018,25319.03
conventional,1.03,2018-05-06,2018,323230.45
organic,1.29,2018-05-06,2018,8721.35
conventional,0.87,2018-05-06,2018,7059591.58
organic,1.47,2018-05-06,2018,219663.53
conventional,1.08,2018-05-06,2018,430247.11
organic,1.4,2018-05-06,2018,20513.88
conventional,1.07,2018-05-06,2018,634308.9
organic,2.02,2018-05-06,2018,15987.79
conventional,0.62,2018-05-06,2018,2276760.73
organic,1.21,2018-05-06,2018,31129.37
conventional,0.84,2018-05-06,2018,336113.25
organic,1.31,2018-05-06,2018,9713.07
conventional,0.94,2018-05-06,2018,353212.79
organic,1.85,2018-05-06,2018,4445.33
conventional,1.03,2018-05-06,2018,478067.88
organic,1.67,2018-05-06,2018,13035.16
conventional,0.84,2018-05-06,2018,4576287.5
organic,1.66,2018-05-06,2018,90590.94
conventional,0.85,2018-05-06,2018,196897.26
organic,1.57,2018-05-06,2018,6825.98
conventional,0.96,2018-05-06,2018,1331567.2
organic,1.64,2018-05-06,2018,9805.5
conventional,0.91,2018-05-06,2018,6168571.61
organic,1.55,2018-05-06,2018,211985
conventional,0.78,2018-05-06,2018,449995.2
organic,1.55,2018-05-06,2018,12399.16
conventional,0.93,2018-05-06,2018,447860.29
organic,1.41,2018-05-06,2018,8239.8
conventional,1.18,2018-05-06,2018,3671266.93
organic,1.92,2018-05-06,2018,84040.48
conventional,1.12,2018-05-06,2018,8836406.22
organic,1.55,2018-05-06,2018,321411.78
conventional,0.95,2018-05-06,2018,917983.95
organic,1.65,2018-05-06,2018,21790.31
conventional,0.95,2018-05-06,2018,752162.24
organic,1.52,2018-05-06,2018,11126.44
conventional,1.19,2018-05-06,2018,836788.62
organic,1.5,2018-05-06,2018,32341.23
conventional,0.68,2018-05-06,2018,1672663.29
organic,1.49,2018-05-06,2018,21316.4
conventional,0.97,2018-05-06,2018,234225.88
organic,1.36,2018-05-06,2018,17323.69
conventional,0.91,2018-05-06,2018,3514863.13
organic,1.48,2018-05-06,2018,88967.81
conventional,0.91,2018-05-06,2018,1056261.3
organic,1.81,2018-05-06,2018,28606.37
conventional,0.91,2018-05-06,2018,619710.6
organic,2.13,2018-05-06,2018,14213.92
conventional,0.81,2018-05-06,2018,574105.16
organic,1.31,2018-05-06,2018,26679.86
conventional,0.78,2018-05-06,2018,352261.54
organic,1.53,2018-05-06,2018,11653.77
conventional,0.89,2018-05-06,2018,819053.65
organic,1.54,2018-05-06,2018,10645.12
conventional,0.83,2018-05-06,2018,795859.54
organic,1.7,2018-05-06,2018,15211.99
conventional,0.87,2018-05-06,2018,1626642.95
organic,1.73,2018-05-06,2018,27863.15
conventional,1.14,2018-05-06,2018,966683.84
organic,1.77,2018-05-06,2018,51548.72
conventional,0.92,2018-05-06,2018,729414.11
organic,1.37,2018-05-06,2018,19530.67
conventional,0.7,2018-05-06,2018,10252748.73
organic,1.35,2018-05-06,2018,160821.6
conventional,0.91,2018-05-06,2018,7810474.62
organic,1.52,2018-05-06,2018,133294.69
conventional,1.09,2018-05-06,2018,151408.12
organic,1.59,2018-05-06,2018,6352.76
conventional,1.04,2018-05-06,2018,328505.11
organic,1.48,2018-05-06,2018,14262.77
conventional,1.09,2018-05-06,2018,115458.78
organic,1.04,2018-05-06,2018,14576.22
conventional,0.95,2018-05-06,2018,839628.48
organic,1.44,2018-05-06,2018,10051.09
conventional,0.89,2018-05-06,2018,63716144.15
organic,1.55,2018-05-06,2018,1553505.77
conventional,0.91,2018-05-06,2018,9979253.96
organic,1.71,2018-05-06,2018,238236.25
conventional,0.79,2018-05-06,2018,1214824.11
organic,1.6,2018-05-06,2018,19302.68
conventional,1.26,2018-05-13,2018,141423.42
organic,1.45,2018-05-13,2018,4183.94
conventional,0.88,2018-05-13,2018,818921.18
organic,1.6,2018-05-13,2018,21427.82
conventional,1.21,2018-05-13,2018,1100047.2
organic,1.38,2018-05-13,2018,54896.02
conventional,1.12,2018-05-13,2018,117958.6
organic,1.79,2018-05-13,2018,3371.92
conventional,1.09,2018-05-13,2018,884528.06
organic,1.46,2018-05-13,2018,46346.09
conventional,1.13,2018-05-13,2018,204317.09
organic,1.07,2018-05-13,2018,31712.83
conventional,1.05,2018-05-13,2018,6788833.84
organic,1.77,2018-05-13,2018,183923.75
conventional,1.23,2018-05-13,2018,295237.78
organic,1.73,2018-05-13,2018,13870.52
conventional,1.21,2018-05-13,2018,939728.44
organic,1.65,2018-05-13,2018,40811.86
conventional,0.84,2018-05-13,2018,306515.57
organic,1.55,2018-05-13,2018,24572.01
conventional,0.81,2018-05-13,2018,269775.97
organic,1.45,2018-05-13,2018,12192
conventional,0.75,2018-05-13,2018,1626471.86
organic,1.41,2018-05-13,2018,27842.47
conventional,0.93,2018-05-13,2018,1149303.87
organic,1.66,2018-05-13,2018,24628.31
conventional,0.96,2018-05-13,2018,542545.01
organic,1.53,2018-05-13,2018,21686.57
conventional,1.44,2018-05-13,2018,189642.33
organic,1.26,2018-05-13,2018,9762.71
conventional,1.03,2018-05-13,2018,4619011.81
organic,1.44,2018-05-13,2018,225045.67
conventional,1.06,2018-05-13,2018,411718.28
organic,1.37,2018-05-13,2018,20809.11
conventional,1.12,2018-05-13,2018,497433.85
organic,1.95,2018-05-13,2018,24569.37
conventional,0.54,2018-05-13,2018,2091311.46
organic,1.14,2018-05-13,2018,28860.29
conventional,0.96,2018-05-13,2018,247912.58
organic,1.33,2018-05-13,2018,10188.27
conventional,1.15,2018-05-13,2018,208153.92
organic,1.39,2018-05-13,2018,3397.23
conventional,1.03,2018-05-13,2018,385318.21
organic,1.65,2018-05-13,2018,12612.74
conventional,0.92,2018-05-13,2018,3344269.24
organic,1.7,2018-05-13,2018,95883.72
conventional,0.92,2018-05-13,2018,137375.15
organic,1.55,2018-05-13,2018,5153.82
conventional,1.37,2018-05-13,2018,741439.43
organic,1.44,2018-05-13,2018,7507.77
conventional,1.07,2018-05-13,2018,4342441.31
organic,1.55,2018-05-13,2018,209317.25
conventional,0.88,2018-05-13,2018,315855.29
organic,1.48,2018-05-13,2018,10267.54
conventional,1.09,2018-05-13,2018,335091.93
organic,1.33,2018-05-13,2018,9300.68
conventional,1.16,2018-05-13,2018,2457535.66
organic,1.73,2018-05-13,2018,127303.22
conventional,1.13,2018-05-13,2018,6694854.89
organic,1.52,2018-05-13,2018,395603.64
conventional,1.03,2018-05-13,2018,567730.66
organic,1.37,2018-05-13,2018,30759.12
conventional,1.23,2018-05-13,2018,459103.68
organic,1.3,2018-05-13,2018,9611.05
conventional,1.19,2018-05-13,2018,653609.37
organic,1.49,2018-05-13,2018,38464.6
conventional,0.72,2018-05-13,2018,1322015.38
organic,1.45,2018-05-13,2018,21030.5
conventional,0.99,2018-05-13,2018,201150.1
organic,1.35,2018-05-13,2018,16222.19
conventional,1.09,2018-05-13,2018,2338822.5
organic,1.39,2018-05-13,2018,93423.91
conventional,1.11,2018-05-13,2018,787559.88
organic,1.79,2018-05-13,2018,28810.01
conventional,1.13,2018-05-13,2018,413181.34
organic,1.98,2018-05-13,2018,15599.43
conventional,0.96,2018-05-13,2018,373616.78
organic,1.37,2018-05-13,2018,25379.38
conventional,0.9,2018-05-13,2018,233816.37
organic,1.56,2018-05-13,2018,11492.98
conventional,1.24,2018-05-13,2018,528952.41
organic,1.64,2018-05-13,2018,10330.34
conventional,1.01,2018-05-13,2018,541012.81
organic,1.78,2018-05-13,2018,17850.64
conventional,1.28,2018-05-13,2018,861725.29
organic,2.09,2018-05-13,2018,25338.78
conventional,1.29,2018-05-13,2018,687259.91
organic,1.82,2018-05-13,2018,55046.34
conventional,1.06,2018-05-13,2018,501042.16
organic,1.42,2018-05-13,2018,18101.14
conventional,0.71,2018-05-13,2018,8628945.2
organic,1.32,2018-05-13,2018,154855.44
conventional,1.13,2018-05-13,2018,4973822.65
organic,1.4,2018-05-13,2018,119044.94
conventional,1.23,2018-05-13,2018,106878.21
organic,1.61,2018-05-13,2018,6446.51
conventional,1.16,2018-05-13,2018,215518.07
organic,1.16,2018-05-13,2018,14528.98
conventional,1.16,2018-05-13,2018,105255.03
organic,1.13,2018-05-13,2018,9642.69
conventional,1.31,2018-05-13,2018,484405.57
organic,1.27,2018-05-13,2018,8547.08
conventional,1,2018-05-13,2018,46371245.84
organic,1.53,2018-05-13,2018,1628313.11
conventional,0.98,2018-05-13,2018,7984513.6
organic,1.71,2018-05-13,2018,247098.54
conventional,0.76,2018-05-13,2018,1076566.93
organic,1.61,2018-05-13,2018,25052.38
conventional,1.39,2018-05-20,2018,146026.55
organic,1.5,2018-05-20,2018,3861.7
conventional,0.98,2018-05-20,2018,736214.03
organic,1.55,2018-05-20,2018,20399.02
conventional,1.42,2018-05-20,2018,930182.46
organic,1.37,2018-05-20,2018,55119.84
conventional,1.05,2018-05-20,2018,120921.06
organic,1.8,2018-05-20,2018,3245.93
conventional,1.23,2018-05-20,2018,744286.38
organic,1.49,2018-05-20,2018,43645.71
conventional,1.17,2018-05-20,2018,180612.53
organic,1.08,2018-05-20,2018,30479.38
conventional,1.15,2018-05-20,2018,6107948.96
organic,1.58,2018-05-20,2018,236634.49
conventional,1.15,2018-05-20,2018,320281.11
organic,1.69,2018-05-20,2018,13872.96
conventional,1.24,2018-05-20,2018,895126.67
organic,1.66,2018-05-20,2018,38599.22
conventional,1.05,2018-05-20,2018,275586.88
organic,1.7,2018-05-20,2018,21933.14
conventional,1,2018-05-20,2018,211785.38
organic,1.39,2018-05-20,2018,17675.18
conventional,0.75,2018-05-20,2018,1637704.04
organic,1.39,2018-05-20,2018,32512.27
conventional,1.02,2018-05-20,2018,958398.44
organic,1.55,2018-05-20,2018,27501.95
conventional,1.14,2018-05-20,2018,406560.24
organic,1.51,2018-05-20,2018,25162.93
conventional,1.41,2018-05-20,2018,190440.25
organic,1.29,2018-05-20,2018,8436.07
conventional,1.16,2018-05-20,2018,3906285.89
organic,1.46,2018-05-20,2018,235735.26
conventional,1.13,2018-05-20,2018,359663.65
organic,1.38,2018-05-20,2018,19327.58
conventional,1.29,2018-05-20,2018,399286.91
organic,2.02,2018-05-20,2018,15903.45
conventional,0.51,2018-05-20,2018,2319971.72
organic,1.25,2018-05-20,2018,33998.54
conventional,1.11,2018-05-20,2018,206622.29
organic,1.37,2018-05-20,2018,11441.53
conventional,1.09,2018-05-20,2018,250961.6
organic,1.56,2018-05-20,2018,3772.87
conventional,1.12,2018-05-20,2018,340245.85
organic,1.63,2018-05-20,2018,13608.12
conventional,1.04,2018-05-20,2018,2927652.39
organic,1.55,2018-05-20,2018,110641.29
conventional,1.07,2018-05-20,2018,116659.32
organic,1.59,2018-05-20,2018,5777.15
conventional,1.1,2018-05-20,2018,959734.11
organic,1.34,2018-05-20,2018,9857.88
conventional,1.13,2018-05-20,2018,4049413.9
organic,1.52,2018-05-20,2018,215464.97
conventional,0.95,2018-05-20,2018,297500.2
organic,1.44,2018-05-20,2018,10690.3
conventional,0.95,2018-05-20,2018,364732.72
organic,1.33,2018-05-20,2018,10686.5
conventional,1.31,2018-05-20,2018,1889083.21
organic,1.91,2018-05-20,2018,90085.62
conventional,1.25,2018-05-20,2018,5601182.31
organic,1.56,2018-05-20,2018,328951.01
conventional,1.07,2018-05-20,2018,558212.11
organic,1.48,2018-05-20,2018,31973.52
conventional,1.09,2018-05-20,2018,574100.57
organic,1.29,2018-05-20,2018,7773.65
conventional,1.27,2018-05-20,2018,562547.36
organic,1.57,2018-05-20,2018,27374.59
conventional,0.76,2018-05-20,2018,1285352.41
organic,1.41,2018-05-20,2018,23475.57
conventional,1.27,2018-05-20,2018,140907.28
organic,1.38,2018-05-20,2018,16588.36
conventional,1.1,2018-05-20,2018,2335948.49
organic,1.35,2018-05-20,2018,103949.93
conventional,0.88,2018-05-20,2018,987854.18
organic,1.77,2018-05-20,2018,27835.16
conventional,1.12,2018-05-20,2018,421526.27
organic,1.86,2018-05-20,2018,16448.45
conventional,0.87,2018-05-20,2018,378680.21
organic,1.35,2018-05-20,2018,26178.46
conventional,0.95,2018-05-20,2018,200047.25
organic,1.54,2018-05-20,2018,13216.9
conventional,1.32,2018-05-20,2018,495650.7
organic,1.57,2018-05-20,2018,11659.38
conventional,0.99,2018-05-20,2018,511700.87
organic,1.49,2018-05-20,2018,23490.79
conventional,1.43,2018-05-20,2018,791906.17
organic,1.75,2018-05-20,2018,43212.01
conventional,1.04,2018-05-20,2018,856479.04
organic,1.81,2018-05-20,2018,53808.85
conventional,1.03,2018-05-20,2018,530419.8
organic,1.34,2018-05-20,2018,19470
conventional,0.69,2018-05-20,2018,8849426.91
organic,1.37,2018-05-20,2018,169056.91
conventional,1.05,2018-05-20,2018,5571363.28
organic,1.37,2018-05-20,2018,125677.91
conventional,0.91,2018-05-20,2018,150147.2
organic,1.67,2018-05-20,2018,6053.41
conventional,1.19,2018-05-20,2018,206448.8
organic,1.09,2018-05-20,2018,22932.38
conventional,1.25,2018-05-20,2018,98927.43
organic,1.09,2018-05-20,2018,11376.83
conventional,1.09,2018-05-20,2018,635027.1
organic,1.24,2018-05-20,2018,7956.77
conventional,1.02,2018-05-20,2018,44458798.3
organic,1.51,2018-05-20,2018,1673877.4
conventional,0.95,2018-05-20,2018,8037228.62
organic,1.68,2018-05-20,2018,258406.97
conventional,0.82,2018-05-20,2018,1016802.97
organic,1.62,2018-05-20,2018,25922.24
conventional,1.09,2018-05-27,2018,153603.62
organic,1.64,2018-05-27,2018,3389.44
conventional,0.98,2018-05-27,2018,725611.79
organic,1.47,2018-05-27,2018,18027.53
conventional,1.23,2018-05-27,2018,1109468.71
organic,1.41,2018-05-27,2018,53841.02
conventional,1.07,2018-05-27,2018,123206.6
organic,1.59,2018-05-27,2018,4128.55
conventional,1.09,2018-05-27,2018,1009164.35
organic,1.46,2018-05-27,2018,47482.3
conventional,1.18,2018-05-27,2018,206853.82
organic,1.08,2018-05-27,2018,31562.57
conventional,1.15,2018-05-27,2018,6508694.8
organic,1.61,2018-05-27,2018,250116.68
conventional,1.27,2018-05-27,2018,303101.69
organic,2.03,2018-05-27,2018,12621.38
conventional,1.19,2018-05-27,2018,926110.32
organic,1.54,2018-05-27,2018,40230
conventional,1.12,2018-05-27,2018,306634.72
organic,1.47,2018-05-27,2018,19864
conventional,1.04,2018-05-27,2018,223058.12
organic,1.29,2018-05-27,2018,35808.81
conventional,0.72,2018-05-27,2018,1794629.69
organic,1.37,2018-05-27,2018,29461.48
conventional,1.16,2018-05-27,2018,861003.62
organic,1.34,2018-05-27,2018,105739.76
conventional,1.14,2018-05-27,2018,459068.42
organic,1.03,2018-05-27,2018,120538.96
conventional,1.57,2018-05-27,2018,187668
organic,1.24,2018-05-27,2018,15298.32
conventional,1.18,2018-05-27,2018,4223314.84
organic,1.2,2018-05-27,2018,450749.72
conventional,1.14,2018-05-27,2018,382698.14
organic,1.37,2018-05-27,2018,17661.65
conventional,1.15,2018-05-27,2018,524127.03
organic,2.07,2018-05-27,2018,14827.33
conventional,0.53,2018-05-27,2018,2295180.38
organic,1.23,2018-05-27,2018,31498.02
conventional,1.17,2018-05-27,2018,221200.67
organic,1.3,2018-05-27,2018,11764.21
conventional,1.06,2018-05-27,2018,239882.41
organic,1.77,2018-05-27,2018,5678.59
conventional,1.1,2018-05-27,2018,399933.37
organic,1.63,2018-05-27,2018,11739.48
conventional,1.02,2018-05-27,2018,3184339.1
organic,1.55,2018-05-27,2018,118992.1
conventional,1.09,2018-05-27,2018,124447.82
organic,1.46,2018-05-27,2018,6356.63
conventional,1.32,2018-05-27,2018,779621.25
organic,1.35,2018-05-27,2018,9085.67
conventional,1.16,2018-05-27,2018,4204402.97
organic,1.57,2018-05-27,2018,211383.8
conventional,0.99,2018-05-27,2018,291903
organic,1.38,2018-05-27,2018,11643.43
conventional,0.97,2018-05-27,2018,388043.1
organic,1.41,2018-05-27,2018,10542.33
conventional,1.14,2018-05-27,2018,2722373.67
organic,1.87,2018-05-27,2018,79858.6
conventional,1.14,2018-05-27,2018,7156855.33
organic,1.53,2018-05-27,2018,317412.83
conventional,1.02,2018-05-27,2018,677990.67
organic,1.55,2018-05-27,2018,28224.11
conventional,1.2,2018-05-27,2018,499870.34
organic,1.28,2018-05-27,2018,9086.17
conventional,1.24,2018-05-27,2018,631489.69
